Program,buy_date,cohort_start_date,day_sale,week_sale,month_sale,year_sale,day_start,week_start,month_start,year_start,days_to_start,week_dif,month_dif
FS,4/03/2024,15/04/2024,4,10,3,2024,15,16,4,2024,42,6,1
FS,4/03/2024,15/04/2024,4,10,3,2024,15,16,4,2024,42,6,1
FS,4/03/2024,15/04/2024,4,10,3,2024,15,16,4,2024,42,6,1
FS,4/03/2024,15/04/2024,4,10,3,2024,15,16,4,2024,42,6,1
DS,15/04/2024,27/05/2024,15,16,4,2024,27,22,5,2024,42,6,1
FS,22/04/2024,3/06/2024,22,17,4,2024,3,23,6,2024,42,6,1
DS,27/05/2024,8/07/2024,27,22,5,2024,8,28,7,2024,42,6,1
FS,10/06/2024,22/07/2024,10,24,6,2024,22,30,7,2024,42,6,1
FS,2/09/2024,14/10/2024,2,36,9,2024,14,42,10,2024,42,6,1
FS,17/09/2024,29/10/2024,17,38,9,2024,29,44,10,2024,42,6,1
DS,7/10/2024,18/11/2024,7,41,10,2024,18,47,11,2024,42,6,1
FS,14/10/2024,25/11/2024,14,42,10,2024,25,48,11,2024,42,6,1
FS,14/10/2024,25/11/2024,14,42,10,2024,25,48,11,2024,42,6,1
FS,10/09/2023,23/10/2023,10,37,9,2023,23,43,10,2023,43,6,1
FS,24/03/2024,6/05/2024,24,13,3,2024,6,19,5,2024,43,6,1
FS,16/09/2024,29/10/2024,16,38,9,2024,29,44,10,2024,43,6,1
FS,13/05/2023,26/06/2023,13,19,5,2023,26,26,6,2023,44,6,1
FS,2/03/2024,15/04/2024,2,9,3,2024,15,16,4,2024,44,6,1
FS,4/05/2024,17/06/2024,4,18,5,2024,17,25,6,2024,44,6,1
FS,4/05/2024,17/06/2024,4,18,5,2024,17,25,6,2024,44,6,1
CS,7/09/2024,21/10/2024,7,36,9,2024,21,43,10,2024,44,6,1
FS,12/05/2023,26/06/2023,12,19,5,2023,26,26,6,2023,45,6,1
FS,12/05/2023,26/06/2023,12,19,5,2023,26,26,6,2023,45,6,1
FS,1/09/2023,16/10/2023,1,35,9,2023,16,42,10,2023,45,6,1
FS,27/10/2023,11/12/2023,27,43,10,2023,11,50,12,2023,45,6,1
FS,29/12/2023,12/02/2024,29,52,12,2023,12,7,2,2024,45,6,1
FS,16/02/2024,1/04/2024,16,7,2,2024,1,14,4,2024,45,6,1
FS,1/03/2024,15/04/2024,1,9,3,2024,15,16,4,2024,45,6,1
FS,8/03/2024,22/04/2024,8,10,3,2024,22,17,4,2024,45,6,1
DS,12/04/2024,27/05/2024,12,15,4,2024,27,22,5,2024,45,6,1
FS,12/04/2024,27/05/2024,12,15,4,2024,27,22,5,2024,45,6,1
FS,12/04/2024,27/05/2024,12,15,4,2024,27,22,5,2024,45,6,1
FS,3/05/2024,17/06/2024,3,18,5,2024,17,25,6,2024,45,6,1
DS,24/05/2024,8/07/2024,24,21,5,2024,8,28,7,2024,45,6,1
FS,7/06/2024,22/07/2024,7,23,6,2024,22,30,7,2024,45,6,1
FS,23/08/2024,7/10/2024,23,34,8,2024,7,41,10,2024,45,6,1
FS,30/08/2024,14/10/2024,30,35,8,2024,14,42,10,2024,45,6,1
CS,11/10/2024,25/11/2024,11,41,10,2024,25,48,11,2024,45,6,1
DS,25/10/2024,9/12/2024,25,43,10,2024,9,50,12,2024,45,6,1
FS,10/08/2023,25/09/2023,10,32,8,2023,25,39,9,2023,46,6,1
DS,17/08/2023,2/10/2023,17,33,8,2023,2,40,10,2023,46,6,1
FS,31/08/2023,16/10/2023,31,35,8,2023,16,42,10,2023,46,6,1
FS,7/09/2023,23/10/2023,7,36,9,2023,23,43,10,2023,46,6,1
FS,30/11/2023,15/01/2024,30,48,11,2023,15,3,1,2024,46,6,1
FS,21/12/2023,5/02/2024,21,51,12,2023,5,6,2,2024,46,6,1
FS,21/12/2023,5/02/2024,21,51,12,2023,5,6,2,2024,46,6,1
DS,15/02/2024,1/04/2024,15,7,2,2024,1,14,4,2024,46,6,1
DS,15/02/2024,1/04/2024,15,7,2,2024,1,14,4,2024,46,6,1
FS,29/02/2024,15/04/2024,29,9,2,2024,15,16,4,2024,46,6,1
FS,29/02/2024,15/04/2024,29,9,2,2024,15,16,4,2024,46,6,1
FS,7/03/2024,22/04/2024,7,10,3,2024,22,17,4,2024,46,6,1
FS,21/03/2024,6/05/2024,21,12,3,2024,6,19,5,2024,46,6,1
FS,11/04/2024,27/05/2024,11,15,4,2024,27,22,5,2024,46,6,1
DS,23/05/2024,8/07/2024,23,21,5,2024,8,28,7,2024,46,6,1
DS,23/05/2024,8/07/2024,23,21,5,2024,8,28,7,2024,46,6,1
FS,6/06/2024,22/07/2024,6,23,6,2024,22,30,7,2024,46,6,1
DS,22/08/2024,7/10/2024,22,34,8,2024,7,41,10,2024,46,6,1
CS,5/09/2024,21/10/2024,5,36,9,2024,21,43,10,2024,46,6,1
CS,10/10/2024,25/11/2024,10,41,10,2024,25,48,11,2024,46,6,1
FS,22/03/2023,8/05/2023,22,12,3,2023,8,19,5,2023,47,6,1
FS,9/08/2023,25/09/2023,9,32,8,2023,25,39,9,2023,47,6,1
FS,30/08/2023,16/10/2023,30,35,8,2023,16,42,10,2023,47,6,1
FS,20/09/2023,6/11/2023,20,38,9,2023,6,45,11,2023,47,6,1
FS,5/10/2023,21/11/2023,5,40,10,2023,21,47,11,2023,47,6,1
FS,27/12/2023,12/02/2024,27,52,12,2023,12,7,2,2024,47,6,1
FS,29/05/2024,15/07/2024,29,22,5,2024,15,29,7,2024,47,6,1
FS,29/05/2024,15/07/2024,29,22,5,2024,15,29,7,2024,47,6,1
FS,5/06/2024,22/07/2024,5,23,6,2024,22,30,7,2024,47,6,1
FS,5/06/2024,22/07/2024,5,23,6,2024,22,30,7,2024,47,6,1
CS,4/09/2024,21/10/2024,4,36,9,2024,21,43,10,2024,47,6,1
FS,12/09/2024,29/10/2024,12,37,9,2024,29,44,10,2024,47,6,1
FS,12/09/2024,29/10/2024,12,37,9,2024,29,44,10,2024,47,6,1
DS,2/10/2024,18/11/2024,2,40,10,2024,18,47,11,2024,47,6,1
FS,9/10/2024,25/11/2024,9,41,10,2024,25,48,11,2024,47,6,1
FS,16/10/2024,2/12/2024,16,42,10,2024,2,49,12,2024,47,6,1
FS,16/10/2024,2/12/2024,16,42,10,2024,2,49,12,2024,47,6,1
FS,16/10/2024,2/12/2024,16,42,10,2024,2,49,12,2024,47,6,1
FS,4/10/2023,21/11/2023,4,40,10,2023,21,47,11,2023,48,6,1
FS,10/10/2023,27/11/2023,10,41,10,2023,27,48,11,2023,48,6,1
FS,5/12/2023,22/01/2024,5,49,12,2023,22,4,1,2024,48,6,1
FS,5/12/2023,22/01/2024,5,49,12,2023,22,4,1,2024,48,6,1
FS,9/04/2024,27/05/2024,9,15,4,2024,27,22,5,2024,48,6,1
FS,30/04/2024,17/06/2024,30,18,4,2024,17,25,6,2024,48,6,1
FS,30/04/2024,17/06/2024,30,18,4,2024,17,25,6,2024,48,6,1
FS,4/06/2024,22/07/2024,4,23,6,2024,22,30,7,2024,48,6,1
FS,4/06/2024,22/07/2024,4,23,6,2024,22,30,7,2024,48,6,1
FS,4/06/2024,22/07/2024,4,23,6,2024,22,30,7,2024,48,6,1
DS,22/10/2024,9/12/2024,22,43,10,2024,9,50,12,2024,48,6,1
FS,28/08/2023,16/10/2023,28,35,8,2023,16,42,10,2023,49,7,1
FS,18/09/2023,6/11/2023,18,38,9,2023,6,45,11,2023,49,7,1
FS,9/10/2023,27/11/2023,9,41,10,2023,27,48,11,2023,49,7,1
FS,4/12/2023,22/01/2024,4,49,12,2023,22,4,1,2024,49,7,1
FS,18/12/2023,5/02/2024,18,51,12,2023,5,6,2,2024,49,7,1
FS,15/04/2024,3/06/2024,15,16,4,2024,3,23,6,2024,49,7,1
FS,29/04/2024,17/06/2024,29,18,4,2024,17,25,6,2024,49,7,1
FS,27/05/2024,15/07/2024,27,22,5,2024,15,29,7,2024,49,7,1
FS,3/06/2024,22/07/2024,3,23,6,2024,22,30,7,2024,49,7,1
FS,3/06/2024,22/07/2024,3,23,6,2024,22,30,7,2024,49,7,1
FS,23/09/2024,11/11/2024,23,39,9,2024,11,46,11,2024,49,7,1
DS,30/09/2024,18/11/2024,30,40,9,2024,18,47,11,2024,49,7,1
FS,14/10/2024,2/12/2024,14,42,10,2024,2,49,12,2024,49,7,1
DS,21/10/2024,9/12/2024,21,43,10,2024,9,50,12,2024,49,7,1
DS,21/10/2024,9/12/2024,21,43,10,2024,9,50,12,2024,49,7,1
FS,2/10/2023,21/11/2023,2,40,10,2023,21,47,11,2023,50,7,1
FS,21/07/2023,11/09/2023,21,29,7,2023,11,37,9,2023,52,7,1
DS,29/09/2023,20/11/2023,29,39,9,2023,20,47,11,2023,52,7,1
FS,30/09/2023,21/11/2023,30,39,9,2023,21,47,11,2023,52,7,1
FS,24/05/2024,15/07/2024,24,21,5,2024,15,29,7,2024,52,7,1
FS,24/05/2024,15/07/2024,24,21,5,2024,15,29,7,2024,52,7,1
FS,24/05/2024,15/07/2024,24,21,5,2024,15,29,7,2024,52,7,1
FS,31/05/2024,22/07/2024,31,22,5,2024,22,30,7,2024,52,7,1
FS,9/08/2024,30/09/2024,9,32,8,2024,30,40,9,2024,52,7,1
FS,20/09/2024,11/11/2024,20,38,9,2024,11,46,11,2024,52,7,1
DS,27/09/2024,18/11/2024,27,39,9,2024,18,47,11,2024,52,7,1
DS,27/09/2024,18/11/2024,27,39,9,2024,18,47,11,2024,52,7,1
CS,4/10/2024,25/11/2024,4,40,10,2024,25,48,11,2024,52,7,1
FS,26/05/2023,18/07/2023,26,21,5,2023,18,29,7,2023,53,7,1
FS,3/08/2023,25/09/2023,3,31,8,2023,25,39,9,2023,53,7,1
FS,24/08/2023,16/10/2023,24,34,8,2023,16,42,10,2023,53,7,1
FS,24/08/2023,16/10/2023,24,34,8,2023,16,42,10,2023,53,7,1
FS,31/08/2023,23/10/2023,31,35,8,2023,23,43,10,2023,53,7,1
FS,14/09/2023,6/11/2023,14,37,9,2023,6,45,11,2023,53,7,1
FS,30/11/2023,22/01/2024,30,48,11,2023,22,4,1,2024,53,7,1
FS,30/11/2023,22/01/2024,30,48,11,2023,22,4,1,2024,53,7,1
FS,11/01/2024,4/03/2024,11,2,1,2024,4,10,3,2024,53,7,1
FS,11/01/2024,4/03/2024,11,2,1,2024,4,10,3,2024,53,7,1
FS,8/02/2024,1/04/2024,8,6,2,2024,1,14,4,2024,53,7,1
FS,23/05/2024,15/07/2024,23,21,5,2024,15,29,7,2024,53,7,1
FS,8/08/2024,30/09/2024,8,32,8,2024,30,40,9,2024,53,7,1
CS,3/10/2024,25/11/2024,3,40,10,2024,25,48,11,2024,53,7,1
CS,3/10/2024,25/11/2024,3,40,10,2024,25,48,11,2024,53,7,1
FS,31/05/2023,24/07/2023,31,22,5,2023,24,30,7,2023,54,7,1
FS,19/07/2023,11/09/2023,19,29,7,2023,11,37,9,2023,54,7,1
FS,13/09/2023,6/11/2023,13,37,9,2023,6,45,11,2023,54,7,1
FS,13/09/2023,6/11/2023,13,37,9,2023,6,45,11,2023,54,7,1
DS,27/09/2023,20/11/2023,27,39,9,2023,20,47,11,2023,54,7,1
FS,28/09/2023,21/11/2023,28,39,9,2023,21,47,11,2023,54,7,1
FS,4/10/2023,27/11/2023,4,40,10,2023,27,48,11,2023,54,7,1
FS,10/01/2024,4/03/2024,10,2,1,2024,4,10,3,2024,54,7,1
FS,10/01/2024,4/03/2024,10,2,1,2024,4,10,3,2024,54,7,1
DS,3/04/2024,27/05/2024,3,14,4,2024,27,22,5,2024,54,7,1
FS,24/04/2024,17/06/2024,24,17,4,2024,17,25,6,2024,54,7,1
FS,18/09/2024,11/11/2024,18,38,9,2024,11,46,11,2024,54,7,1
FS,9/10/2024,2/12/2024,9,41,10,2024,2,49,12,2024,54,7,1
FS,9/10/2024,2/12/2024,9,41,10,2024,2,49,12,2024,54,7,1
FS,27/09/2023,21/11/2023,27,39,9,2023,21,47,11,2023,55,7,1
FS,3/01/2024,27/02/2024,3,1,1,2024,27,9,2,2024,55,7,1
FS,27/02/2024,22/04/2024,27,9,2,2024,22,17,4,2024,55,7,1
FS,19/03/2024,13/05/2024,19,12,3,2024,13,20,5,2024,55,7,1
FS,6/08/2024,30/09/2024,6,32,8,2024,30,40,9,2024,55,7,1
FS,4/09/2024,29/10/2024,4,36,9,2024,29,44,10,2024,55,7,1
FS,4/09/2024,29/10/2024,4,36,9,2024,29,44,10,2024,55,7,1
FS,14/11/2024,8/01/2025,14,46,11,2024,8,2,1,2025,55,7,1
FS,29/05/2023,24/07/2023,29,22,5,2023,24,30,7,2023,56,7,1
FS,31/07/2023,25/09/2023,31,31,7,2023,25,39,9,2023,56,8,1
FS,21/08/2023,16/10/2023,21,34,8,2023,16,42,10,2023,56,8,1
FS,26/09/2023,21/11/2023,26,39,9,2023,21,47,11,2023,56,8,1
FS,16/10/2023,11/12/2023,16,42,10,2023,11,50,12,2023,56,8,1
FS,17/10/2023,12/12/2023,17,42,10,2023,12,50,12,2023,56,8,1
FS,20/11/2023,15/01/2024,20,47,11,2023,15,3,1,2024,56,8,1
FS,11/12/2023,5/02/2024,11,50,12,2023,5,6,2,2024,56,8,1
FS,11/12/2023,5/02/2024,11,50,12,2023,5,6,2,2024,56,8,1
FS,18/03/2024,13/05/2024,18,12,3,2024,13,20,5,2024,56,8,1
DS,1/04/2024,27/05/2024,1,14,4,2024,27,22,5,2024,56,8,1
FS,15/07/2024,9/09/2024,15,29,7,2024,9,37,9,2024,56,8,1
FS,12/08/2024,7/10/2024,12,33,8,2024,7,41,10,2024,56,8,1
CS,26/08/2024,21/10/2024,26,35,8,2024,21,43,10,2024,56,8,1
FS,16/09/2024,11/11/2024,16,38,9,2024,11,46,11,2024,56,8,1
CS,30/09/2024,25/11/2024,30,40,9,2024,25,48,11,2024,56,8,1
CS,30/09/2024,25/11/2024,30,40,9,2024,25,48,11,2024,56,8,1
FS,7/10/2024,2/12/2024,7,41,10,2024,2,49,12,2024,56,8,1
FS,25/09/2023,21/11/2023,25,39,9,2023,21,47,11,2023,57,8,1
FS,4/02/2024,1/04/2024,4,6,2,2024,1,14,4,2024,57,8,1
FS,11/11/2024,8/01/2025,11,46,11,2024,8,2,1,2025,58,8,1
FS,27/01/2023,27/03/2023,27,4,1,2023,27,13,3,2023,59,8,1
FS,24/03/2023,22/05/2023,24,12,3,2023,22,21,5,2023,59,8,1
DS,31/03/2023,29/05/2023,31,13,3,2023,29,22,5,2023,59,8,1
DS,31/03/2023,29/05/2023,31,13,3,2023,29,22,5,2023,59,8,1
FS,14/07/2023,11/09/2023,14,28,7,2023,11,37,9,2023,59,8,1
FS,28/07/2023,25/09/2023,28,30,7,2023,25,39,9,2023,59,8,1
DS,22/09/2023,20/11/2023,22,38,9,2023,20,47,11,2023,59,8,1
FS,24/11/2023,22/01/2024,24,47,11,2023,22,4,1,2024,59,8,1
FS,15/12/2023,12/02/2024,15,50,12,2023,12,7,2,2024,59,8,1
FS,23/02/2024,22/04/2024,23,8,2,2024,22,17,4,2024,59,8,1
FS,19/04/2024,17/06/2024,19,16,4,2024,17,25,6,2024,59,8,1
FS,17/05/2024,15/07/2024,17,20,5,2024,15,29,7,2024,59,8,1
FS,12/07/2024,9/09/2024,12,28,7,2024,9,37,9,2024,59,8,1
FS,2/08/2024,30/09/2024,2,31,8,2024,30,40,9,2024,59,8,1
FS,9/08/2024,7/10/2024,9,32,8,2024,7,41,10,2024,59,8,1
DS,20/09/2024,18/11/2024,20,38,9,2024,18,47,11,2024,59,8,1
CS,27/09/2024,25/11/2024,27,39,9,2024,25,48,11,2024,59,8,1
FS,7/09/2023,6/11/2023,7,36,9,2023,6,45,11,2023,60,8,2
FS,7/09/2023,6/11/2023,7,36,9,2023,6,45,11,2023,60,8,2
FS,7/09/2023,6/11/2023,7,36,9,2023,6,45,11,2023,60,8,2
FS,15/02/2024,15/04/2024,15,7,2,2024,15,16,4,2024,60,8,2
FS,11/07/2024,9/09/2024,11,28,7,2024,9,37,9,2024,60,8,2
FS,11/07/2024,9/09/2024,11,28,7,2024,9,37,9,2024,60,8,2
FS,1/08/2024,30/09/2024,1,31,8,2024,30,40,9,2024,60,8,2
DS,8/08/2024,7/10/2024,8,32,8,2024,7,41,10,2024,60,8,2
FS,12/09/2024,11/11/2024,12,37,9,2024,11,46,11,2024,60,8,2
DS,19/09/2024,18/11/2024,19,38,9,2024,18,47,11,2024,60,8,2
FS,4/01/2023,6/03/2023,4,1,1,2023,6,10,3,2023,61,8,2
FS,6/09/2023,6/11/2023,6,36,9,2023,6,45,11,2023,61,8,2
FS,6/09/2023,6/11/2023,6,36,9,2023,6,45,11,2023,61,8,2
FS,21/09/2023,21/11/2023,21,38,9,2023,21,47,11,2023,61,8,2
FS,27/09/2023,27/11/2023,27,39,9,2023,27,48,11,2023,61,8,2
FS,3/01/2024,4/03/2024,3,1,1,2024,4,10,3,2024,61,8,2
FS,21/02/2024,22/04/2024,21,8,2,2024,22,17,4,2024,61,8,2
DS,8/05/2024,8/07/2024,8,19,5,2024,8,28,7,2024,61,8,2
FS,3/07/2024,2/09/2024,3,27,7,2024,2,36,9,2024,61,8,2
FS,10/07/2024,9/09/2024,10,28,7,2024,9,37,9,2024,61,8,2
FS,10/07/2024,9/09/2024,10,28,7,2024,9,37,9,2024,61,8,2
DS,17/07/2024,16/09/2024,17,29,7,2024,16,38,9,2024,61,8,2
FS,31/07/2024,30/09/2024,31,31,7,2024,30,40,9,2024,61,8,2
CS,21/08/2024,21/10/2024,21,34,8,2024,21,43,10,2024,61,8,2
FS,11/09/2024,11/11/2024,11,37,9,2024,11,46,11,2024,61,8,2
CS,25/09/2024,25/11/2024,25,39,9,2024,25,48,11,2024,61,8,2
FS,8/11/2024,8/01/2025,8,45,11,2024,8,2,1,2025,61,8,2
FS,25/07/2023,25/09/2023,25,30,7,2023,25,39,9,2023,62,8,2
FS,14/11/2023,15/01/2024,14,46,11,2023,15,3,1,2024,62,8,2
FS,14/11/2023,15/01/2024,14,46,11,2023,15,3,1,2024,62,8,2
FS,21/11/2023,22/01/2024,21,47,11,2023,22,4,1,2024,62,8,2
FS,2/01/2024,4/03/2024,2,1,1,2024,4,10,3,2024,62,8,2
FS,9/07/2024,9/09/2024,9,28,7,2024,9,37,9,2024,62,8,2
DS,16/07/2024,16/09/2024,16,29,7,2024,16,38,9,2024,62,8,2
FS,27/08/2024,28/10/2024,27,35,8,2024,28,44,10,2024,62,8,2
FS,1/10/2024,2/12/2024,1,40,10,2024,2,49,12,2024,62,8,2
FS,7/11/2024,8/01/2025,7,45,11,2024,8,2,1,2025,62,8,2
FS,10/07/2023,11/09/2023,10,28,7,2023,11,37,9,2023,63,9,2
FS,10/07/2023,11/09/2023,10,28,7,2023,11,37,9,2023,63,9,2
FS,10/07/2023,11/09/2023,10,28,7,2023,11,37,9,2023,63,9,2
FS,24/07/2023,25/09/2023,24,30,7,2023,25,39,9,2023,63,9,2
FS,24/07/2023,25/09/2023,24,30,7,2023,25,39,9,2023,63,9,2
DS,31/07/2023,2/10/2023,31,31,7,2023,2,40,10,2023,63,9,2
FS,19/09/2023,21/11/2023,19,38,9,2023,21,47,11,2023,63,9,2
FS,9/10/2023,11/12/2023,9,41,10,2023,11,50,12,2023,63,9,2
FS,4/12/2023,5/02/2024,4,49,12,2023,5,6,2,2024,63,9,2
FS,1/07/2024,2/09/2024,1,27,7,2024,2,36,9,2024,63,9,2
FS,1/07/2024,2/09/2024,1,27,7,2024,2,36,9,2024,63,9,2
FS,8/07/2024,9/09/2024,8,28,7,2024,9,37,9,2024,63,9,2
FS,8/07/2024,9/09/2024,8,28,7,2024,9,37,9,2024,63,9,2
FS,8/07/2024,9/09/2024,8,28,7,2024,9,37,9,2024,63,9,2
FS,8/07/2024,9/09/2024,8,28,7,2024,9,37,9,2024,63,9,2
FS,22/07/2024,23/09/2024,22,30,7,2024,23,39,9,2024,63,9,2
FS,29/07/2024,30/09/2024,29,31,7,2024,30,40,9,2024,63,9,2
DS,5/08/2024,7/10/2024,5,32,8,2024,7,41,10,2024,63,9,2
FS,26/08/2024,28/10/2024,26,35,8,2024,28,44,10,2024,63,9,2
FS,26/08/2024,28/10/2024,26,35,8,2024,28,44,10,2024,63,9,2
FS,30/09/2024,2/12/2024,30,40,9,2024,2,49,12,2024,63,9,2
CS,11/11/2024,13/01/2025,11,46,11,2024,13,3,1,2025,63,9,2
FS,9/10/2023,12/12/2023,9,41,10,2023,12,50,12,2023,64,9,2
FS,31/12/2023,4/03/2024,31,53,12,2023,4,10,3,2024,64,9,2
FS,3/03/2023,8/05/2023,3,9,3,2023,8,19,5,2023,66,9,2
FS,10/11/2023,15/01/2024,10,45,11,2023,15,3,1,2024,66,9,2
FS,1/03/2024,6/05/2024,1,9,3,2024,6,19,5,2024,66,9,2
FS,28/06/2024,2/09/2024,28,26,6,2024,2,36,9,2024,66,9,2
DS,12/07/2024,16/09/2024,12,28,7,2024,16,38,9,2024,66,9,2
FS,19/07/2024,23/09/2024,19,29,7,2024,23,39,9,2024,66,9,2
FS,26/07/2024,30/09/2024,26,30,7,2024,30,40,9,2024,66,9,2
DS,13/09/2024,18/11/2024,13,37,9,2024,18,47,11,2024,66,9,2
FS,8/03/2024,14/05/2024,8,10,3,2024,14,20,5,2024,67,9,2
FS,27/06/2024,2/09/2024,27,26,6,2024,2,36,9,2024,67,9,2
FS,4/07/2024,9/09/2024,4,27,7,2024,9,37,9,2024,67,9,2
FS,18/07/2024,23/09/2024,18,29,7,2024,23,39,9,2024,67,9,2
FS,18/07/2024,23/09/2024,18,29,7,2024,23,39,9,2024,67,9,2
FS,18/07/2024,23/09/2024,18,29,7,2024,23,39,9,2024,67,9,2
FS,25/07/2024,30/09/2024,25,30,7,2024,30,40,9,2024,67,9,2
DS,22/03/2023,29/05/2023,22,12,3,2023,29,22,5,2023,68,9,2
DS,13/09/2023,20/11/2023,13,37,9,2023,20,47,11,2023,68,9,2
FS,20/09/2023,27/11/2023,20,38,9,2023,27,48,11,2023,68,9,2
FS,4/10/2023,11/12/2023,4,40,10,2023,11,50,12,2023,68,9,2
FS,5/10/2023,12/12/2023,5,40,10,2023,12,50,12,2023,68,9,2
FS,27/12/2023,4/03/2024,27,52,12,2023,4,10,3,2024,68,9,2
FS,7/03/2024,14/05/2024,7,10,3,2024,14,20,5,2024,68,9,2
DS,20/03/2024,27/05/2024,20,12,3,2024,27,22,5,2024,68,9,2
FS,10/04/2024,17/06/2024,10,15,4,2024,17,25,6,2024,68,9,2
FS,26/06/2024,2/09/2024,26,26,6,2024,2,36,9,2024,68,9,2
FS,3/07/2024,9/09/2024,3,27,7,2024,9,37,9,2024,68,9,2
FS,17/07/2024,23/09/2024,17,29,7,2024,23,39,9,2024,68,9,2
FS,17/07/2024,23/09/2024,17,29,7,2024,23,39,9,2024,68,9,2
FS,17/07/2024,23/09/2024,17,29,7,2024,23,39,9,2024,68,9,2
FS,24/07/2024,30/09/2024,24,30,7,2024,30,40,9,2024,68,9,2
FS,24/07/2024,30/09/2024,24,30,7,2024,30,40,9,2024,68,9,2
FS,28/02/2023,8/05/2023,28,9,2,2023,8,19,5,2023,69,9,2
DS,21/03/2023,29/05/2023,21,12,3,2023,29,22,5,2023,69,9,2
FS,10/05/2023,18/07/2023,10,19,5,2023,18,29,7,2023,69,9,2
FS,29/08/2023,6/11/2023,29,35,8,2023,6,45,11,2023,69,9,2
FS,3/10/2023,11/12/2023,3,40,10,2023,11,50,12,2023,69,9,2
FS,7/11/2023,15/01/2024,7,45,11,2023,15,3,1,2024,69,9,2
FS,28/11/2023,5/02/2024,28,48,11,2023,5,6,2,2024,69,9,2
FS,28/11/2023,5/02/2024,28,48,11,2023,5,6,2,2024,69,9,2
FS,6/02/2024,15/04/2024,6,6,2,2024,15,16,4,2024,69,9,2
DS,19/03/2024,27/05/2024,19,12,3,2024,27,22,5,2024,69,9,2
FS,2/07/2024,9/09/2024,2,27,7,2024,9,37,9,2024,69,9,2
FS,16/07/2024,23/09/2024,16,29,7,2024,23,39,9,2024,69,9,2
FS,21/08/2024,29/10/2024,21,34,8,2024,29,44,10,2024,69,9,2
FS,21/08/2024,29/10/2024,21,34,8,2024,29,44,10,2024,69,9,2
FS,16/01/2023,27/03/2023,16,3,1,2023,27,13,3,2023,70,9,2
FS,27/02/2023,8/05/2023,27,9,2,2023,8,19,5,2023,70,9,2
FS,12/09/2023,21/11/2023,12,37,9,2023,21,47,11,2023,70,10,2
FS,6/11/2023,15/01/2024,6,45,11,2023,15,3,1,2024,70,10,2
FS,12/02/2024,22/04/2024,12,7,2,2024,22,17,4,2024,70,10,2
DS,18/03/2024,27/05/2024,18,12,3,2024,27,22,5,2024,70,10,2
FS,24/06/2024,2/09/2024,24,26,6,2024,2,36,9,2024,70,10,2
FS,15/07/2024,23/09/2024,15,29,7,2024,23,39,9,2024,70,10,2
FS,19/08/2024,28/10/2024,19,34,8,2024,28,44,10,2024,70,10,2
FS,20/07/2024,30/09/2024,20,29,7,2024,30,40,9,2024,72,10,2
FS,24/02/2023,8/05/2023,24,8,2,2023,8,19,5,2023,73,10,2
FS,3/05/2024,15/07/2024,3,18,5,2024,15,29,7,2024,73,10,2
FS,21/06/2024,2/09/2024,21,25,6,2024,2,36,9,2024,73,10,2
FS,21/06/2024,2/09/2024,21,25,6,2024,2,36,9,2024,73,10,2
FS,21/06/2024,2/09/2024,21,25,6,2024,2,36,9,2024,73,10,2
CS,12/07/2024,23/09/2024,12,28,7,2024,23,39,9,2024,73,10,2
FS,12/07/2024,23/09/2024,12,28,7,2024,23,39,9,2024,73,10,2
FS,19/07/2024,30/09/2024,19,29,7,2024,30,40,9,2024,73,10,2
CS,9/08/2024,21/10/2024,9,32,8,2024,21,43,10,2024,73,10,2
DS,20/07/2023,2/10/2023,20,29,7,2023,2,40,10,2023,74,10,2
DS,20/07/2023,2/10/2023,20,29,7,2023,2,40,10,2023,74,10,2
DS,20/07/2023,2/10/2023,20,29,7,2023,2,40,10,2023,74,10,2
FS,8/09/2023,21/11/2023,8,36,9,2023,21,47,11,2023,74,10,2
FS,20/06/2024,2/09/2024,20,25,6,2024,2,36,9,2024,74,10,2
DS,4/07/2024,16/09/2024,4,27,7,2024,16,38,9,2024,74,10,2
CS,11/07/2024,23/09/2024,11,28,7,2024,23,39,9,2024,74,10,2
FS,9/08/2023,23/10/2023,9,32,8,2023,23,43,10,2023,75,10,2
FS,8/11/2023,22/01/2024,8,45,11,2023,22,4,1,2024,75,10,2
DS,15/11/2023,29/01/2024,15,46,11,2023,29,5,1,2024,75,10,2
FS,28/02/2024,13/05/2024,28,9,2,2024,13,20,5,2024,75,10,2
FS,29/02/2024,14/05/2024,29,9,2,2024,14,20,5,2024,75,10,2
DS,24/04/2024,8/07/2024,24,17,4,2024,8,28,7,2024,75,10,2
FS,10/07/2024,23/09/2024,10,28,7,2024,23,39,9,2024,75,10,2
FS,31/07/2024,14/10/2024,31,31,7,2024,14,42,10,2024,75,10,2
CS,30/10/2024,13/01/2025,30,44,10,2024,13,3,1,2025,75,10,2
FS,13/11/2024,27/01/2025,13,46,11,2024,27,5,1,2025,75,10,2
FS,27/06/2023,11/09/2023,27,26,6,2023,11,37,9,2023,76,10,2
FS,27/06/2023,11/09/2023,27,26,6,2023,11,37,9,2023,76,10,2
DS,14/11/2023,29/01/2024,14,46,11,2023,29,5,1,2024,76,10,2
FS,13/12/2023,27/02/2024,13,50,12,2023,27,9,2,2024,76,10,2
FS,19/12/2023,4/03/2024,19,51,12,2023,4,10,3,2024,76,10,2
FS,27/02/2024,13/05/2024,27,9,2,2024,13,20,5,2024,76,10,2
