Program,buy_date,cohort_start_date,cohort_name,day_sale,week_sale,month_sale,year_sale,day_start,week_start,month_start,year_start,days_to_start,week_dif,month_dif,null_month,one_month,two_month,three_month,four_month,five_month,six_month,seven_month,eigth_month
FS,26/05/2023,18/07/2023,spain-fs-pt-46,26,21,5,2023,18,29,7,2023,53,7,1,0,0,0,0,0,0,0,1,0
FS,23/05/2024,15/07/2024,spain-fs-pt-77,23,21,5,2024,15,29,7,2024,53,7,1,0,0,0,0,0,0,0,1,0
FS,31/05/2023,24/07/2023,spain-fs-pt-47,31,22,5,2023,24,30,7,2023,54,7,1,0,0,0,0,0,0,0,1,0
FS,29/05/2023,24/07/2023,spain-fs-pt-47,29,22,5,2023,24,30,7,2023,56,7,1,0,0,0,0,0,0,0,1,0
FS,17/05/2024,15/07/2024,spain-fs-pt-77,17,20,5,2024,15,29,7,2024,59,8,1,0,0,0,0,0,0,0,0,1
DS,8/05/2024,8/07/2024,spain-ds-pt-9,8,19,5,2024,8,28,7,2024,61,8,2,0,0,0,0,0,0,0,0,1
FS,10/05/2023,18/07/2023,spain-fs-pt-46,10,19,5,2023,18,29,7,2023,69,9,2,0,0,0,0,0,0,0,0,1
FS,3/05/2024,15/07/2024,spain-fs-pt-77,3,18,5,2024,15,29,7,2024,73,10,2,0,0,0,0,0,0,0,0,1
FS,6/05/2024,22/07/2024,spain-fs-pt-78,6,19,5,2024,22,30,7,2024,77,11,2,0,0,0,0,0,0,0,0,1
FS,31/05/2023,11/09/2023,spain-fs-pt-48,31,22,5,2023,11,37,9,2023,103,14,3,0,0,0,0,0,0,0,0,1
FS,26/05/2023,11/09/2023,spain-fs-pt-48,26,21,5,2023,11,37,9,2023,108,15,3,0,0,0,0,0,0,0,0,1
DS,31/05/2023,18/09/2023,spain-ds-pt-2,31,22,5,2023,18,38,9,2023,110,15,3,0,0,0,0,0,0,0,0,1
FS,29/05/2024,16/09/2024,spain-fs-pt-81,29,22,5,2024,16,38,9,2024,110,15,3,0,0,0,0,0,0,0,0,1
FS,28/05/2024,16/09/2024,spain-fs-pt-81,28,22,5,2024,16,38,9,2024,111,15,3,0,0,0,0,0,0,0,0,1
FS,27/05/2024,16/09/2024,spain-fs-pt-82,27,22,5,2024,16,38,9,2024,112,16,3,0,0,0,0,0,0,0,0,1
FS,25/05/2024,16/09/2024,spain-fs-pt-82,25,21,5,2024,16,38,9,2024,114,16,3,0,0,0,0,0,0,0,0,1
DS,26/05/2023,18/09/2023,spain-ds-pt-2,26,21,5,2023,18,38,9,2023,115,16,3,0,0,0,0,0,0,0,0,1
FS,23/05/2024,16/09/2024,spain-fs-pt-82,23,21,5,2024,16,38,9,2024,116,16,3,0,0,0,0,0,0,0,0,1
FS,23/05/2024,16/09/2024,spain-fs-pt-81,23,21,5,2024,16,38,9,2024,116,16,3,0,0,0,0,0,0,0,0,1
FS,22/05/2024,16/09/2024,spain-fs-pt-81,22,21,5,2024,16,38,9,2024,117,16,3,0,0,0,0,0,0,0,0,1
FS,20/05/2024,16/09/2024,spain-fs-pt-81,20,21,5,2024,16,38,9,2024,119,17,3,0,0,0,0,0,0,0,0,1
DS,18/05/2024,16/09/2024,spain-ds-pt-10,18,20,5,2024,16,38,9,2024,121,17,4,0,0,0,0,0,0,0,0,1
DS,19/05/2023,18/09/2023,spain-ds-pt-2,19,20,5,2023,18,38,9,2023,122,17,4,0,0,0,0,0,0,0,0,1
DS,19/05/2023,18/09/2023,spain-ds-pt-2,19,20,5,2023,18,38,9,2023,122,17,4,0,0,0,0,0,0,0,0,1
FS,17/05/2024,16/09/2024,spain-fs-pt-82,17,20,5,2024,16,38,9,2024,122,17,4,0,0,0,0,0,0,0,0,1
FS,21/05/2024,23/09/2024,spain-fs-pt-83,21,21,5,2024,23,39,9,2024,125,17,4,0,0,0,0,0,0,0,0,1
CS,20/05/2024,23/09/2024,spain-cs-pt-1,20,21,5,2024,23,39,9,2024,126,18,4,0,0,0,0,0,0,0,0,1
FS,4/05/2023,11/09/2023,spain-fs-pt-49,4,18,5,2023,11,37,9,2023,130,18,4,0,0,0,0,0,0,0,0,1
FS,8/05/2024,16/09/2024,spain-fs-pt-82,8,19,5,2024,16,38,9,2024,131,18,4,0,0,0,0,0,0,0,0,1
FS,22/05/2024,30/09/2024,spain-fs-pt-84,22,21,5,2024,30,40,9,2024,131,18,4,0,0,0,0,0,0,0,0,1
FS,6/05/2024,16/09/2024,spain-fs-pt-81,6,19,5,2024,16,38,9,2024,133,19,4,0,0,0,0,0,0,0,0,1
CS,13/05/2024,23/09/2024,spain-cs-pt-1,13,20,5,2024,23,39,9,2024,133,19,4,0,0,0,0,0,0,0,0,1
FS,3/05/2024,16/09/2024,spain-fs-pt-81,3,18,5,2024,16,38,9,2024,136,19,4,0,0,0,0,0,0,0,0,1
FS,31/05/2024,28/10/2024,spain-fs-pt-89,31,22,5,2024,28,44,10,2024,150,21,5,0,0,0,0,0,0,0,0,1
FS,24/05/2024,29/10/2024,spain-fs-pt-91,24,21,5,2024,29,44,10,2024,158,22,5,0,0,0,0,0,0,0,0,1
FS,31/05/2023,6/11/2023,spain-fs-pt-53,31,22,5,2023,6,45,11,2023,159,22,5,0,0,0,0,0,0,0,0,1
FS,22/05/2024,28/10/2024,spain-fs-pt-89,22,21,5,2024,28,44,10,2024,159,22,5,0,0,0,0,0,0,0,0,1
FS,30/05/2024,11/11/2024,spain-fs-pt-92,30,22,5,2024,11,46,11,2024,165,23,5,0,0,0,0,0,0,0,0,1
FS,22/05/2024,11/11/2024,spain-fs-pt-92,22,21,5,2024,11,46,11,2024,173,24,5,0,0,0,0,0,0,0,0,1
FS,21/05/2024,27/01/2025,spain-fs-pt-enero-13/01,21,21,5,2024,27,5,1,2025,251,35,8,0,0,0,0,0,0,0,0,1
FS,26/05/2023,14/05/2024,spain-fs-pt-72,26,21,5,2023,14,20,5,2024,354,50,11,0,0,0,0,0,0,0,0,1
FS,14/06/2023,26/06/2023,spain-fs-pt-45,14,24,6,2023,26,26,6,2023,12,1,0,0,1,0,0,0,0,0,0,0
DS,26/06/2024,8/07/2024,spain-ds-pt-9,26,26,6,2024,8,28,7,2024,12,1,0,0,1,0,0,0,0,0,0,0
FS,3/06/2024,17/06/2024,spain-fs-pt-76,3,23,6,2024,17,25,6,2024,14,2,0,0,0,1,0,0,0,0,0,0
DS,21/06/2024,8/07/2024,spain-ds-pt-9,21,25,6,2024,8,28,7,2024,17,2,0,0,0,1,0,0,0,0,0,0
DS,21/06/2024,8/07/2024,spain-ds-pt-9,21,25,6,2024,8,28,7,2024,17,2,0,0,0,1,0,0,0,0,0,0
DS,21/06/2024,8/07/2024,spain-ds-pt-9,21,25,6,2024,8,28,7,2024,17,2,0,0,0,1,0,0,0,0,0,0
FS,30/06/2023,18/07/2023,spain-fs-pt-46,30,26,6,2023,18,29,7,2023,18,2,0,0,0,1,0,0,0,0,0,0
FS,30/06/2023,18/07/2023,spain-fs-pt-46,30,26,6,2023,18,29,7,2023,18,2,0,0,0,1,0,0,0,0,0,0
FS,30/06/2023,24/07/2023,spain-fs-pt-47,30,26,6,2023,24,30,7,2023,24,3,0,0,0,0,1,0,0,0,0,0
FS,30/06/2023,24/07/2023,spain-fs-pt-47,30,26,6,2023,24,30,7,2023,24,3,0,0,0,0,1,0,0,0,0,0
FS,27/06/2023,24/07/2023,spain-fs-pt-47,27,26,6,2023,24,30,7,2023,27,3,0,0,0,0,1,0,0,0,0,0
FS,25/06/2024,22/07/2024,spain-fs-pt-78,25,26,6,2024,22,30,7,2024,27,3,0,0,0,0,1,0,0,0,0,0
FS,11/06/2024,22/07/2024,spain-fs-pt-78,11,24,6,2024,22,30,7,2024,41,5,1,0,0,0,0,0,1,0,0,0
FS,10/06/2024,22/07/2024,spain-fs-pt-78,10,24,6,2024,22,30,7,2024,42,6,1,0,0,0,0,0,0,1,0,0
FS,7/06/2024,22/07/2024,spain-fs-pt-78,7,23,6,2024,22,30,7,2024,45,6,1,0,0,0,0,0,0,1,0,0
FS,6/06/2024,22/07/2024,spain-fs-pt-78,6,23,6,2024,22,30,7,2024,46,6,1,0,0,0,0,0,0,1,0,0
FS,5/06/2024,22/07/2024,spain-fs-pt-78,5,23,6,2024,22,30,7,2024,47,6,1,0,0,0,0,0,0,1,0,0
FS,5/06/2024,22/07/2024,spain-fs-pt-78,5,23,6,2024,22,30,7,2024,47,6,1,0,0,0,0,0,0,1,0,0
FS,4/06/2024,22/07/2024,spain-fs-pt-78,4,23,6,2024,22,30,7,2024,48,6,1,0,0,0,0,0,0,1,0,0
FS,4/06/2024,22/07/2024,spain-fs-pt-78,4,23,6,2024,22,30,7,2024,48,6,1,0,0,0,0,0,0,1,0,0
FS,4/06/2024,22/07/2024,spain-fs-pt-78,4,23,6,2024,22,30,7,2024,48,6,1,0,0,0,0,0,0,1,0,0
FS,3/06/2024,22/07/2024,spain-fs-pt-78,3,23,6,2024,22,30,7,2024,49,7,1,0,0,0,0,0,0,0,1,0
FS,3/06/2024,22/07/2024,spain-fs-pt-78,3,23,6,2024,22,30,7,2024,49,7,1,0,0,0,0,0,0,0,1,0
FS,28/06/2024,2/09/2024,spain-fs-pt-79,28,26,6,2024,2,36,9,2024,66,9,2,0,0,0,0,0,0,0,0,1
FS,27/06/2024,2/09/2024,spain-fs-pt-79,27,26,6,2024,2,36,9,2024,67,9,2,0,0,0,0,0,0,0,0,1
FS,26/06/2024,2/09/2024,spain-fs-pt-79,26,26,6,2024,2,36,9,2024,68,9,2,0,0,0,0,0,0,0,0,1
FS,24/06/2024,2/09/2024,spain-fs-pt-79,24,26,6,2024,2,36,9,2024,70,10,2,0,0,0,0,0,0,0,0,1
FS,21/06/2024,2/09/2024,spain-fs-pt-79,21,25,6,2024,2,36,9,2024,73,10,2,0,0,0,0,0,0,0,0,1
FS,21/06/2024,2/09/2024,spain-fs-pt-79,21,25,6,2024,2,36,9,2024,73,10,2,0,0,0,0,0,0,0,0,1
FS,21/06/2024,2/09/2024,spain-fs-pt-79,21,25,6,2024,2,36,9,2024,73,10,2,0,0,0,0,0,0,0,0,1
FS,20/06/2024,2/09/2024,spain-fs-pt-79,20,25,6,2024,2,36,9,2024,74,10,2,0,0,0,0,0,0,0,0,1
FS,27/06/2023,11/09/2023,spain-fs-pt-49,27,26,6,2023,11,37,9,2023,76,10,2,0,0,0,0,0,0,0,0,1
FS,27/06/2023,11/09/2023,spain-fs-pt-48,27,26,6,2023,11,37,9,2023,76,10,2,0,0,0,0,0,0,0,0,1
FS,28/06/2024,16/09/2024,spain-fs-pt-82,28,26,6,2024,16,38,9,2024,80,11,2,0,0,0,0,0,0,0,0,1
DS,26/06/2024,16/09/2024,spain-ds-pt-10,26,26,6,2024,16,38,9,2024,82,11,2,0,0,0,0,0,0,0,0,1
FS,26/06/2024,16/09/2024,spain-fs-pt-82,26,26,6,2024,16,38,9,2024,82,11,2,0,0,0,0,0,0,0,0,1
FS,20/06/2023,11/09/2023,spain-fs-pt-49,20,25,6,2023,11,37,9,2023,83,11,2,0,0,0,0,0,0,0,0,1
FS,18/06/2024,9/09/2024,spain-fs-pt-80,18,25,6,2024,9,37,9,2024,83,11,2,0,0,0,0,0,0,0,0,1
DS,25/06/2024,16/09/2024,spain-ds-pt-10,25,26,6,2024,16,38,9,2024,83,11,2,0,0,0,0,0,0,0,0,1
FS,25/06/2024,16/09/2024,spain-fs-pt-82,25,26,6,2024,16,38,9,2024,83,11,2,0,0,0,0,0,0,0,0,1
DS,24/06/2024,16/09/2024,spain-ds-pt-10,24,26,6,2024,16,38,9,2024,84,12,2,0,0,0,0,0,0,0,0,1
FS,21/06/2024,16/09/2024,spain-fs-pt-82,21,25,6,2024,16,38,9,2024,87,12,2,0,0,0,0,0,0,0,0,1
FS,19/06/2024,16/09/2024,spain-fs-pt-81,19,25,6,2024,16,38,9,2024,89,12,2,0,0,0,0,0,0,0,0,1
FS,14/06/2024,16/09/2024,spain-fs-pt-81,14,24,6,2024,16,38,9,2024,94,13,3,0,0,0,0,0,0,0,0,1
CS,21/06/2024,23/09/2024,spain-cs-pt-1,21,25,6,2024,23,39,9,2024,94,13,3,0,0,0,0,0,0,0,0,1
DS,13/06/2024,16/09/2024,spain-ds-pt-10,13,24,6,2024,16,38,9,2024,95,13,3,0,0,0,0,0,0,0,0,1
CS,20/06/2024,23/09/2024,spain-cs-pt-1,20,25,6,2024,23,39,9,2024,95,13,3,0,0,0,0,0,0,0,0,1
DS,14/06/2023,18/09/2023,spain-ds-pt-2,14,24,6,2023,18,38,9,2023,96,13,3,0,0,0,0,0,0,0,0,1
DS,12/06/2024,16/09/2024,spain-ds-pt-10,12,24,6,2024,16,38,9,2024,96,13,3,0,0,0,0,0,0,0,0,1
DS,12/06/2024,16/09/2024,spain-ds-pt-10,12,24,6,2024,16,38,9,2024,96,13,3,0,0,0,0,0,0,0,0,1
DS,13/06/2023,18/09/2023,spain-ds-pt-2,13,24,6,2023,18,38,9,2023,97,13,3,0,0,0,0,0,0,0,0,1
DS,13/06/2023,18/09/2023,spain-ds-pt-2,13,24,6,2023,18,38,9,2023,97,13,3,0,0,0,0,0,0,0,0,1
DS,13/06/2023,18/09/2023,spain-ds-pt-2,13,24,6,2023,18,38,9,2023,97,13,3,0,0,0,0,0,0,0,0,1
DS,13/06/2023,18/09/2023,spain-ds-pt-2,13,24,6,2023,18,38,9,2023,97,13,3,0,0,0,0,0,0,0,0,1
CS,18/06/2024,23/09/2024,spain-cs-pt-1,18,25,6,2024,23,39,9,2024,97,13,3,0,0,0,0,0,0,0,0,1
FS,17/06/2024,23/09/2024,spain-fs-pt-83,17,25,6,2024,23,39,9,2024,98,14,3,0,0,0,0,0,0,0,0,1
CS,16/06/2024,23/09/2024,spain-cs-pt-1,16,25,6,2024,23,39,9,2024,99,14,3,0,0,0,0,0,0,0,0,1
FS,5/06/2024,16/09/2024,spain-fs-pt-81,5,23,6,2024,16,38,9,2024,103,14,3,0,0,0,0,0,0,0,0,1
DS,20/06/2023,2/10/2023,spain-ds-pt-3,20,25,6,2023,2,40,10,2023,104,14,3,0,0,0,0,0,0,0,0,1
DS,25/06/2024,7/10/2024,spain-ds-pt-11,25,26,6,2024,7,41,10,2024,104,14,3,0,0,0,0,0,0,0,0,1
CS,10/06/2024,23/09/2024,spain-cs-pt-1,10,24,6,2024,23,39,9,2024,105,15,3,0,0,0,0,0,0,0,0,1
FS,26/06/2024,14/10/2024,spain-fs-pt-86,26,26,6,2024,14,42,10,2024,110,15,3,0,0,0,0,0,0,0,0,1
CS,3/06/2024,23/09/2024,spain-cs-pt-1,3,23,6,2024,23,39,9,2024,112,16,3,0,0,0,0,0,0,0,0,1
FS,30/06/2023,23/10/2023,spain-fs-pt-52,30,26,6,2023,23,43,10,2023,115,16,3,0,0,0,0,0,0,0,0,1
CS,26/06/2024,21/10/2024,spain-cs-pt-2,26,26,6,2024,21,43,10,2024,117,16,3,0,0,0,0,0,0,0,0,1
CS,24/06/2024,21/10/2024,spain-cs-pt-2,24,26,6,2024,21,43,10,2024,119,17,3,0,0,0,0,0,0,0,0,1
FS,18/06/2024,28/10/2024,spain-fs-pt-88,18,25,6,2024,28,44,10,2024,132,18,4,0,0,0,0,0,0,0,0,1
FS,28/06/2024,2/12/2024,spain-fs-pt-95,28,26,6,2024,2,49,12,2024,157,22,5,0,0,0,0,0,0,0,0,1
FS,20/06/2024,25/11/2024,spain-fs-pt-93,20,25,6,2024,25,48,11,2024,158,22,5,0,0,0,0,0,0,0,0,1
FS,27/06/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,27,26,6,2024,27,5,1,2025,214,30,7,0,0,0,0,0,0,0,0,1
FS,13/07/2023,24/07/2023,spain-fs-pt-47,13,28,7,2023,24,30,7,2023,11,1,0,0,1,0,0,0,0,0,0,0
FS,11/07/2023,24/07/2023,spain-fs-pt-47,11,28,7,2023,24,30,7,2023,13,1,0,0,1,0,0,0,0,0,0,0
FS,6/07/2023,24/07/2023,spain-fs-pt-47,6,27,7,2023,24,30,7,2023,18,2,0,0,0,1,0,0,0,0,0,0
FS,4/07/2023,24/07/2023,spain-fs-pt-47,4,27,7,2023,24,30,7,2023,20,2,0,0,0,1,0,0,0,0,0,0
FS,31/07/2023,11/09/2023,spain-fs-pt-48,31,31,7,2023,11,37,9,2023,42,6,1,0,0,0,0,0,0,1,0,0
FS,21/07/2023,11/09/2023,spain-fs-pt-48,21,29,7,2023,11,37,9,2023,52,7,1,0,0,0,0,0,0,0,1,0
FS,19/07/2023,11/09/2023,spain-fs-pt-48,19,29,7,2023,11,37,9,2023,54,7,1,0,0,0,0,0,0,0,1,0
FS,31/07/2023,25/09/2023,spain-fs-pt-50,31,31,7,2023,25,39,9,2023,56,8,1,0,0,0,0,0,0,0,0,1
FS,15/07/2024,9/09/2024,spain-fs-pt-80,15,29,7,2024,9,37,9,2024,56,8,1,0,0,0,0,0,0,0,0,1
FS,14/07/2023,11/09/2023,spain-fs-pt-48,14,28,7,2023,11,37,9,2023,59,8,1,0,0,0,0,0,0,0,0,1
FS,28/07/2023,25/09/2023,spain-fs-pt-50,28,30,7,2023,25,39,9,2023,59,8,1,0,0,0,0,0,0,0,0,1
FS,12/07/2024,9/09/2024,spain-fs-pt-80,12,28,7,2024,9,37,9,2024,59,8,1,0,0,0,0,0,0,0,0,1
FS,11/07/2024,9/09/2024,spain-fs-pt-80,11,28,7,2024,9,37,9,2024,60,8,2,0,0,0,0,0,0,0,0,1
FS,11/07/2024,9/09/2024,spain-fs-pt-80,11,28,7,2024,9,37,9,2024,60,8,2,0,0,0,0,0,0,0,0,1
FS,3/07/2024,2/09/2024,spain-fs-pt-79,3,27,7,2024,2,36,9,2024,61,8,2,0,0,0,0,0,0,0,0,1
FS,10/07/2024,9/09/2024,spain-fs-pt-80,10,28,7,2024,9,37,9,2024,61,8,2,0,0,0,0,0,0,0,0,1
FS,10/07/2024,9/09/2024,spain-fs-pt-80,10,28,7,2024,9,37,9,2024,61,8,2,0,0,0,0,0,0,0,0,1
DS,17/07/2024,16/09/2024,spain-ds-pt-10,17,29,7,2024,16,38,9,2024,61,8,2,0,0,0,0,0,0,0,0,1
FS,31/07/2024,30/09/2024,spain-fs-pt-84,31,31,7,2024,30,40,9,2024,61,8,2,0,0,0,0,0,0,0,0,1
FS,25/07/2023,25/09/2023,spain-fs-pt-50,25,30,7,2023,25,39,9,2023,62,8,2,0,0,0,0,0,0,0,0,1
FS,9/07/2024,9/09/2024,spain-fs-pt-80,9,28,7,2024,9,37,9,2024,62,8,2,0,0,0,0,0,0,0,0,1
DS,16/07/2024,16/09/2024,spain-ds-pt-10,16,29,7,2024,16,38,9,2024,62,8,2,0,0,0,0,0,0,0,0,1
FS,10/07/2023,11/09/2023,spain-fs-pt-49,10,28,7,2023,11,37,9,2023,63,9,2,0,0,0,0,0,0,0,0,1
FS,10/07/2023,11/09/2023,spain-fs-pt-49,10,28,7,2023,11,37,9,2023,63,9,2,0,0,0,0,0,0,0,0,1
FS,10/07/2023,11/09/2023,spain-fs-pt-49,10,28,7,2023,11,37,9,2023,63,9,2,0,0,0,0,0,0,0,0,1
FS,24/07/2023,25/09/2023,spain-fs-pt-50,24,30,7,2023,25,39,9,2023,63,9,2,0,0,0,0,0,0,0,0,1
FS,24/07/2023,25/09/2023,spain-fs-pt-50,24,30,7,2023,25,39,9,2023,63,9,2,0,0,0,0,0,0,0,0,1
FS,1/07/2024,2/09/2024,spain-fs-pt-79,1,27,7,2024,2,36,9,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,1/07/2024,2/09/2024,spain-fs-pt-79,1,27,7,2024,2,36,9,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,8/07/2024,9/09/2024,spain-fs-pt-80,8,28,7,2024,9,37,9,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,8/07/2024,9/09/2024,spain-fs-pt-80,8,28,7,2024,9,37,9,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,8/07/2024,9/09/2024,spain-fs-pt-80,8,28,7,2024,9,37,9,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,8/07/2024,9/09/2024,spain-fs-pt-80,8,28,7,2024,9,37,9,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,22/07/2024,23/09/2024,spain-fs-pt-83,22,30,7,2024,23,39,9,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,29/07/2024,30/09/2024,spain-fs-pt-84,29,31,7,2024,30,40,9,2024,63,9,2,0,0,0,0,0,0,0,0,1
DS,31/07/2023,2/10/2023,spain-ds-pt-3,31,31,7,2023,2,40,10,2023,63,9,2,0,0,0,0,0,0,0,0,1
DS,12/07/2024,16/09/2024,spain-ds-pt-10,12,28,7,2024,16,38,9,2024,66,9,2,0,0,0,0,0,0,0,0,1
FS,19/07/2024,23/09/2024,spain-fs-pt-83,19,29,7,2024,23,39,9,2024,66,9,2,0,0,0,0,0,0,0,0,1
FS,26/07/2024,30/09/2024,spain-fs-pt-84,26,30,7,2024,30,40,9,2024,66,9,2,0,0,0,0,0,0,0,0,1
FS,4/07/2024,9/09/2024,spain-fs-pt-80,4,27,7,2024,9,37,9,2024,67,9,2,0,0,0,0,0,0,0,0,1
FS,18/07/2024,23/09/2024,spain-fs-pt-83,18,29,7,2024,23,39,9,2024,67,9,2,0,0,0,0,0,0,0,0,1
FS,18/07/2024,23/09/2024,spain-fs-pt-83,18,29,7,2024,23,39,9,2024,67,9,2,0,0,0,0,0,0,0,0,1
FS,18/07/2024,23/09/2024,spain-fs-pt-83,18,29,7,2024,23,39,9,2024,67,9,2,0,0,0,0,0,0,0,0,1
FS,25/07/2024,30/09/2024,spain-fs-pt-84,25,30,7,2024,30,40,9,2024,67,9,2,0,0,0,0,0,0,0,0,1
FS,3/07/2024,9/09/2024,spain-fs-pt-80,3,27,7,2024,9,37,9,2024,68,9,2,0,0,0,0,0,0,0,0,1
FS,17/07/2024,23/09/2024,spain-fs-pt-83,17,29,7,2024,23,39,9,2024,68,9,2,0,0,0,0,0,0,0,0,1
FS,17/07/2024,23/09/2024,spain-fs-pt-83,17,29,7,2024,23,39,9,2024,68,9,2,0,0,0,0,0,0,0,0,1
FS,17/07/2024,23/09/2024,spain-fs-pt-83,17,29,7,2024,23,39,9,2024,68,9,2,0,0,0,0,0,0,0,0,1
FS,24/07/2024,30/09/2024,spain-fs-pt-84,24,30,7,2024,30,40,9,2024,68,9,2,0,0,0,0,0,0,0,0,1
FS,24/07/2024,30/09/2024,spain-fs-pt-84,24,30,7,2024,30,40,9,2024,68,9,2,0,0,0,0,0,0,0,0,1
FS,2/07/2024,9/09/2024,spain-fs-pt-80,2,27,7,2024,9,37,9,2024,69,9,2,0,0,0,0,0,0,0,0,1
FS,16/07/2024,23/09/2024,spain-fs-pt-83,16,29,7,2024,23,39,9,2024,69,9,2,0,0,0,0,0,0,0,0,1
FS,15/07/2024,23/09/2024,spain-fs-pt-83,15,29,7,2024,23,39,9,2024,70,10,2,0,0,0,0,0,0,0,0,1
FS,20/07/2024,30/09/2024,spain-fs-pt-84,20,29,7,2024,30,40,9,2024,72,10,2,0,0,0,0,0,0,0,0,1
CS,12/07/2024,23/09/2024,spain-cs-pt-1,12,28,7,2024,23,39,9,2024,73,10,2,0,0,0,0,0,0,0,0,1
FS,12/07/2024,23/09/2024,spain-fs-pt-83,12,28,7,2024,23,39,9,2024,73,10,2,0,0,0,0,0,0,0,0,1
FS,19/07/2024,30/09/2024,spain-fs-pt-84,19,29,7,2024,30,40,9,2024,73,10,2,0,0,0,0,0,0,0,0,1
DS,4/07/2024,16/09/2024,spain-ds-pt-10,4,27,7,2024,16,38,9,2024,74,10,2,0,0,0,0,0,0,0,0,1
CS,11/07/2024,23/09/2024,spain-cs-pt-1,11,28,7,2024,23,39,9,2024,74,10,2,0,0,0,0,0,0,0,0,1
DS,20/07/2023,2/10/2023,spain-ds-pt-3,20,29,7,2023,2,40,10,2023,74,10,2,0,0,0,0,0,0,0,0,1
DS,20/07/2023,2/10/2023,spain-ds-pt-3,20,29,7,2023,2,40,10,2023,74,10,2,0,0,0,0,0,0,0,0,1
DS,20/07/2023,2/10/2023,spain-ds-pt-3,20,29,7,2023,2,40,10,2023,74,10,2,0,0,0,0,0,0,0,0,1
FS,10/07/2024,23/09/2024,spain-fs-pt-83,10,28,7,2024,23,39,9,2024,75,10,2,0,0,0,0,0,0,0,0,1
FS,31/07/2024,14/10/2024,spain-fs-pt-86,31,31,7,2024,14,42,10,2024,75,10,2,0,0,0,0,0,0,0,0,1
DS,2/07/2024,16/09/2024,spain-ds-pt-10,2,27,7,2024,16,38,9,2024,76,10,2,0,0,0,0,0,0,0,0,1
DS,2/07/2024,16/09/2024,spain-ds-pt-10,2,27,7,2024,16,38,9,2024,76,10,2,0,0,0,0,0,0,0,0,1
FS,2/07/2024,16/09/2024,spain-fs-pt-82,2,27,7,2024,16,38,9,2024,76,10,2,0,0,0,0,0,0,0,0,1
FS,23/07/2024,7/10/2024,spain-fs-pt-85,23,30,7,2024,7,41,10,2024,76,10,2,0,0,0,0,0,0,0,0,1
FS,1/07/2024,16/09/2024,spain-fs-pt-82,1,27,7,2024,16,38,9,2024,77,11,2,0,0,0,0,0,0,0,0,1
CS,8/07/2024,23/09/2024,spain-cs-pt-1,8,28,7,2024,23,39,9,2024,77,11,2,0,0,0,0,0,0,0,0,1
CS,8/07/2024,23/09/2024,spain-cs-pt-1,8,28,7,2024,23,39,9,2024,77,11,2,0,0,0,0,0,0,0,0,1
DS,17/07/2023,2/10/2023,spain-ds-pt-3,17,29,7,2023,2,40,10,2023,77,11,2,0,0,0,0,0,0,0,0,1
DS,20/07/2024,7/10/2024,spain-ds-pt-11,20,29,7,2024,7,41,10,2024,79,11,2,0,0,0,0,0,0,0,0,1
DS,19/07/2024,7/10/2024,spain-ds-pt-11,19,29,7,2024,7,41,10,2024,80,11,2,0,0,0,0,0,0,0,0,1
CS,31/07/2024,21/10/2024,spain-cs-pt-2,31,31,7,2024,21,43,10,2024,82,11,2,0,0,0,0,0,0,0,0,1
DS,16/07/2024,7/10/2024,spain-ds-pt-11,16,29,7,2024,7,41,10,2024,83,11,2,0,0,0,0,0,0,0,0,1
CS,30/07/2024,21/10/2024,spain-cs-pt-2,30,31,7,2024,21,43,10,2024,83,11,2,0,0,0,0,0,0,0,0,1
CS,29/07/2024,21/10/2024,spain-cs-pt-2,29,31,7,2024,21,43,10,2024,84,12,2,0,0,0,0,0,0,0,0,1
DS,7/07/2023,2/10/2023,spain-ds-pt-3,7,27,7,2023,2,40,10,2023,87,12,2,0,0,0,0,0,0,0,0,1
FS,28/07/2023,23/10/2023,spain-fs-pt-52,28,30,7,2023,23,43,10,2023,87,12,2,0,0,0,0,0,0,0,0,1
FS,19/07/2024,14/10/2024,spain-fs-pt-86,19,29,7,2024,14,42,10,2024,87,12,2,0,0,0,0,0,0,0,0,1
FS,19/07/2024,14/10/2024,spain-fs-pt-86,19,29,7,2024,14,42,10,2024,87,12,2,0,0,0,0,0,0,0,0,1
FS,19/07/2024,14/10/2024,spain-fs-pt-86,19,29,7,2024,14,42,10,2024,87,12,2,0,0,0,0,0,0,0,0,1
FS,3/07/2024,30/09/2024,spain-fs-pt-84,3,27,7,2024,30,40,9,2024,89,12,2,0,0,0,0,0,0,0,0,1
DS,5/07/2023,2/10/2023,spain-ds-pt-3,5,27,7,2023,2,40,10,2023,89,12,2,0,0,0,0,0,0,0,0,1
FS,17/07/2024,14/10/2024,spain-fs-pt-86,17,29,7,2024,14,42,10,2024,89,12,2,0,0,0,0,0,0,0,0,1
CS,24/07/2024,21/10/2024,spain-cs-pt-2,24,30,7,2024,21,43,10,2024,89,12,2,0,0,0,0,0,0,0,0,1
