Program,buy_date,cohort_start_date,cohort_name,day_sale,week_sale,month_sale,year_sale,day_start,week_start,month_start,year_start,days_to_start,week_dif,month_dif,null_month,one_month,two_month,three_month,four_month,five_month,six_month,seven_month,eigth_month
FS,31/07/2024,28/10/2024,spain-fs-pt-88,31,31,7,2024,28,44,10,2024,89,12,2,0,0,0,0,0,0,0,0,1
FS,31/07/2024,28/10/2024,spain-fs-pt-88,31,31,7,2024,28,44,10,2024,89,12,2,0,0,0,0,0,0,0,0,1
DS,4/07/2023,2/10/2023,spain-ds-pt-3,4,27,7,2023,2,40,10,2023,90,12,3,0,0,0,0,0,0,0,0,1
FS,29/07/2024,28/10/2024,spain-fs-pt-88,29,31,7,2024,28,44,10,2024,91,13,3,0,0,0,0,0,0,0,0,1
FS,29/07/2024,28/10/2024,spain-fs-pt-88,29,31,7,2024,28,44,10,2024,91,13,3,0,0,0,0,0,0,0,0,1
FS,13/07/2024,14/10/2024,spain-fs-pt-86,13,28,7,2024,14,42,10,2024,93,13,3,0,0,0,0,0,0,0,0,1
CS,19/07/2024,21/10/2024,spain-cs-pt-2,19,29,7,2024,21,43,10,2024,94,13,3,0,0,0,0,0,0,0,0,1
FS,18/07/2023,23/10/2023,spain-fs-pt-52,18,29,7,2023,23,43,10,2023,97,13,3,0,0,0,0,0,0,0,0,1
FS,8/07/2024,14/10/2024,spain-fs-pt-86,8,28,7,2024,14,42,10,2024,98,14,3,0,0,0,0,0,0,0,0,1
FS,14/07/2023,23/10/2023,spain-fs-pt-52,14,28,7,2023,23,43,10,2023,101,14,3,0,0,0,0,0,0,0,0,1
CS,12/07/2024,21/10/2024,spain-cs-pt-2,12,28,7,2024,21,43,10,2024,101,14,3,0,0,0,0,0,0,0,0,1
FS,13/07/2023,23/10/2023,spain-fs-pt-52,13,28,7,2023,23,43,10,2023,102,14,3,0,0,0,0,0,0,0,0,1
FS,17/07/2024,28/10/2024,spain-fs-pt-88,17,29,7,2024,28,44,10,2024,103,14,3,0,0,0,0,0,0,0,0,1
FS,26/07/2023,6/11/2023,spain-fs-pt-53,26,30,7,2023,6,45,11,2023,103,14,3,0,0,0,0,0,0,0,0,1
FS,1/07/2024,14/10/2024,spain-fs-pt-87,1,27,7,2024,14,42,10,2024,105,15,3,0,0,0,0,0,0,0,0,1
FS,1/07/2024,14/10/2024,spain-fs-pt-87,1,27,7,2024,14,42,10,2024,105,15,3,0,0,0,0,0,0,0,0,1
FS,9/07/2024,28/10/2024,spain-fs-pt-90,9,28,7,2024,28,44,10,2024,111,15,3,0,0,0,0,0,0,0,0,1
FS,31/07/2024,2/12/2024,spain-fs-pt-94,31,31,7,2024,2,49,12,2024,124,17,4,0,0,0,0,0,0,0,0,1
DS,9/07/2024,18/11/2024,spain-ds-pt-12,9,28,7,2024,18,47,11,2024,132,18,4,0,0,0,0,0,0,0,0,1
FS,26/07/2023,22/01/2024,spain-fs-pt-59,26,30,7,2023,22,4,1,2024,180,25,6,0,0,0,0,0,0,0,0,1
DS,31/07/2024,27/01/2025,spain-ds-pt-enero-13/01,31,31,7,2024,27,5,1,2025,180,25,6,0,0,0,0,0,0,0,0,1
FS,12/07/2023,22/01/2024,spain-fs-pt-60,12,28,7,2023,22,4,1,2024,194,27,6,0,0,0,0,0,0,0,0,1
FS,8/07/2024,10/02/2025,spain-fs-pt-enero-matutino-27/01,8,28,7,2024,10,7,2,2025,217,31,7,0,0,0,0,0,0,0,0,1
FS,29/08/2023,11/09/2023,spain-fs-pt-49,29,35,8,2023,11,37,9,2023,13,1,0,0,1,0,0,0,0,0,0,0
FS,24/08/2023,11/09/2023,spain-fs-pt-49,24,34,8,2023,11,37,9,2023,18,2,0,0,0,1,0,0,0,0,0,0
FS,23/08/2023,11/09/2023,spain-fs-pt-49,23,34,8,2023,11,37,9,2023,19,2,0,0,0,1,0,0,0,0,0,0
FS,22/08/2023,11/09/2023,spain-fs-pt-49,22,34,8,2023,11,37,9,2023,20,2,0,0,0,1,0,0,0,0,0,0
FS,22/08/2024,23/09/2024,spain-fs-pt-83,22,34,8,2024,23,39,9,2024,32,4,1,0,0,0,0,1,0,0,0,0
FS,21/08/2024,23/09/2024,spain-fs-pt-83,21,34,8,2024,23,39,9,2024,33,4,1,0,0,0,0,1,0,0,0,0
DS,30/08/2023,2/10/2023,spain-ds-pt-3,30,35,8,2023,2,40,10,2023,33,4,1,0,0,0,0,1,0,0,0,0
FS,8/08/2023,11/09/2023,spain-fs-pt-48,8,32,8,2023,11,37,9,2023,34,4,1,0,0,0,0,1,0,0,0,0
FS,22/08/2023,25/09/2023,spain-fs-pt-50,22,34,8,2023,25,39,9,2023,34,4,1,0,0,0,0,1,0,0,0,0
FS,4/08/2023,11/09/2023,spain-fs-pt-48,4,31,8,2023,11,37,9,2023,38,5,1,0,0,0,0,0,1,0,0,0
FS,30/08/2024,7/10/2024,spain-fs-pt-85,30,35,8,2024,7,41,10,2024,38,5,1,0,0,0,0,0,1,0,0,0
FS,30/08/2024,7/10/2024,spain-fs-pt-85,30,35,8,2024,7,41,10,2024,38,5,1,0,0,0,0,0,1,0,0,0
FS,30/08/2024,7/10/2024,spain-fs-pt-85,30,35,8,2024,7,41,10,2024,38,5,1,0,0,0,0,0,1,0,0,0
FS,29/08/2024,7/10/2024,spain-fs-pt-85,29,35,8,2024,7,41,10,2024,39,5,1,0,0,0,0,0,1,0,0,0
FS,29/08/2024,7/10/2024,spain-fs-pt-85,29,35,8,2024,7,41,10,2024,39,5,1,0,0,0,0,0,1,0,0,0
FS,28/08/2024,7/10/2024,spain-fs-pt-85,28,35,8,2024,7,41,10,2024,40,5,1,0,0,0,0,0,1,0,0,0
FS,28/08/2024,7/10/2024,spain-fs-pt-85,28,35,8,2024,7,41,10,2024,40,5,1,0,0,0,0,0,1,0,0,0
FS,15/08/2023,25/09/2023,spain-fs-pt-50,15,33,8,2023,25,39,9,2023,41,5,1,0,0,0,0,0,1,0,0,0
FS,6/08/2024,16/09/2024,spain-fs-pt-82,6,32,8,2024,16,38,9,2024,41,5,1,0,0,0,0,0,1,0,0,0
FS,23/08/2024,7/10/2024,spain-fs-pt-85,23,34,8,2024,7,41,10,2024,45,6,1,0,0,0,0,0,0,1,0,0
FS,30/08/2024,14/10/2024,spain-fs-pt-87,30,35,8,2024,14,42,10,2024,45,6,1,0,0,0,0,0,0,1,0,0
FS,10/08/2023,25/09/2023,spain-fs-pt-50,10,32,8,2023,25,39,9,2023,46,6,1,0,0,0,0,0,0,1,0,0
DS,17/08/2023,2/10/2023,spain-ds-pt-3,17,33,8,2023,2,40,10,2023,46,6,1,0,0,0,0,0,0,1,0,0
FS,31/08/2023,16/10/2023,spain-fs-pt-51,31,35,8,2023,16,42,10,2023,46,6,1,0,0,0,0,0,0,1,0,0
DS,22/08/2024,7/10/2024,spain-ds-pt-11,22,34,8,2024,7,41,10,2024,46,6,1,0,0,0,0,0,0,1,0,0
FS,9/08/2023,25/09/2023,spain-fs-pt-50,9,32,8,2023,25,39,9,2023,47,6,1,0,0,0,0,0,0,1,0,0
FS,30/08/2023,16/10/2023,spain-fs-pt-51,30,35,8,2023,16,42,10,2023,47,6,1,0,0,0,0,0,0,1,0,0
FS,28/08/2023,16/10/2023,spain-fs-pt-51,28,35,8,2023,16,42,10,2023,49,7,1,0,0,0,0,0,0,0,1,0
FS,9/08/2024,30/09/2024,spain-fs-pt-84,9,32,8,2024,30,40,9,2024,52,7,1,0,0,0,0,0,0,0,1,0
FS,3/08/2023,25/09/2023,spain-fs-pt-50,3,31,8,2023,25,39,9,2023,53,7,1,0,0,0,0,0,0,0,1,0
FS,8/08/2024,30/09/2024,spain-fs-pt-84,8,32,8,2024,30,40,9,2024,53,7,1,0,0,0,0,0,0,0,1,0
FS,24/08/2023,16/10/2023,spain-fs-pt-51,24,34,8,2023,16,42,10,2023,53,7,1,0,0,0,0,0,0,0,1,0
FS,24/08/2023,16/10/2023,spain-fs-pt-51,24,34,8,2023,16,42,10,2023,53,7,1,0,0,0,0,0,0,0,1,0
FS,31/08/2023,23/10/2023,spain-fs-pt-52,31,35,8,2023,23,43,10,2023,53,7,1,0,0,0,0,0,0,0,1,0
FS,6/08/2024,30/09/2024,spain-fs-pt-84,6,32,8,2024,30,40,9,2024,55,7,1,0,0,0,0,0,0,0,1,0
FS,21/08/2023,16/10/2023,spain-fs-pt-51,21,34,8,2023,16,42,10,2023,56,8,1,0,0,0,0,0,0,0,0,1
FS,12/08/2024,7/10/2024,spain-fs-pt-85,12,33,8,2024,7,41,10,2024,56,8,1,0,0,0,0,0,0,0,0,1
CS,26/08/2024,21/10/2024,spain-cs-pt-2,26,35,8,2024,21,43,10,2024,56,8,1,0,0,0,0,0,0,0,0,1
FS,2/08/2024,30/09/2024,spain-fs-pt-84,2,31,8,2024,30,40,9,2024,59,8,1,0,0,0,0,0,0,0,0,1
FS,9/08/2024,7/10/2024,spain-fs-pt-85,9,32,8,2024,7,41,10,2024,59,8,1,0,0,0,0,0,0,0,0,1
FS,1/08/2024,30/09/2024,spain-fs-pt-84,1,31,8,2024,30,40,9,2024,60,8,2,0,0,0,0,0,0,0,0,1
DS,8/08/2024,7/10/2024,spain-ds-pt-11,8,32,8,2024,7,41,10,2024,60,8,2,0,0,0,0,0,0,0,0,1
CS,21/08/2024,21/10/2024,spain-cs-pt-2,21,34,8,2024,21,43,10,2024,61,8,2,0,0,0,0,0,0,0,0,1
FS,27/08/2024,28/10/2024,spain-fs-pt-88,27,35,8,2024,28,44,10,2024,62,8,2,0,0,0,0,0,0,0,0,1
DS,5/08/2024,7/10/2024,spain-ds-pt-11,5,32,8,2024,7,41,10,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,26/08/2024,28/10/2024,spain-fs-pt-88,26,35,8,2024,28,44,10,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,26/08/2024,28/10/2024,spain-fs-pt-88,26,35,8,2024,28,44,10,2024,63,9,2,0,0,0,0,0,0,0,0,1
FS,21/08/2024,29/10/2024,spain-fs-pt-91,21,34,8,2024,29,44,10,2024,69,9,2,0,0,0,0,0,0,0,0,1
FS,21/08/2024,29/10/2024,spain-fs-pt-91,21,34,8,2024,29,44,10,2024,69,9,2,0,0,0,0,0,0,0,0,1
FS,29/08/2023,6/11/2023,spain-fs-pt-53,29,35,8,2023,6,45,11,2023,69,9,2,0,0,0,0,0,0,0,0,1
FS,19/08/2024,28/10/2024,spain-fs-pt-88,19,34,8,2024,28,44,10,2024,70,10,2,0,0,0,0,0,0,0,0,1
CS,9/08/2024,21/10/2024,spain-cs-pt-2,9,32,8,2024,21,43,10,2024,73,10,2,0,0,0,0,0,0,0,0,1
FS,9/08/2023,23/10/2023,spain-fs-pt-52,9,32,8,2023,23,43,10,2023,75,10,2,0,0,0,0,0,0,0,0,1
FS,12/08/2024,29/10/2024,spain-fs-pt-91,12,33,8,2024,29,44,10,2024,78,11,2,0,0,0,0,0,0,0,0,1
FS,22/08/2024,11/11/2024,spain-fs-pt-92,22,34,8,2024,11,46,11,2024,81,11,2,0,0,0,0,0,0,0,0,1
FS,7/08/2024,28/10/2024,spain-fs-pt-88,7,32,8,2024,28,44,10,2024,82,11,2,0,0,0,0,0,0,0,0,1
FS,5/08/2024,28/10/2024,spain-fs-pt-88,5,32,8,2024,28,44,10,2024,84,12,2,0,0,0,0,0,0,0,0,1
DS,25/08/2023,20/11/2023,spain-ds-pt-4,25,34,8,2023,20,47,11,2023,87,12,2,0,0,0,0,0,0,0,0,1
FS,1/08/2024,28/10/2024,spain-fs-pt-88,1,31,8,2024,28,44,10,2024,88,12,2,0,0,0,0,0,0,0,0,1
FS,23/08/2024,2/12/2024,spain-fs-pt-94,23,34,8,2024,2,49,12,2024,101,14,3,0,0,0,0,0,0,0,0,1
FS,31/08/2023,11/12/2023,spain-fs-pt-56,31,35,8,2023,11,50,12,2023,102,14,3,0,0,0,0,0,0,0,0,1
DS,2/08/2023,20/11/2023,spain-ds-pt-4,2,31,8,2023,20,47,11,2023,110,15,3,0,0,0,0,0,0,0,0,1
DS,20/08/2024,9/12/2024,spain-ds-pt-13,20,34,8,2024,9,50,12,2024,111,15,3,0,0,0,0,0,0,0,0,1
FS,18/08/2023,11/12/2023,spain-fs-pt-56,18,33,8,2023,11,50,12,2023,115,16,3,0,0,0,0,0,0,0,0,1
FS,18/08/2023,22/01/2024,spain-fs-pt-59,18,33,8,2023,22,4,1,2024,157,22,5,0,0,0,0,0,0,0,0,1
CS,1/08/2024,13/01/2025,spain-cs-pt-enero-13/01,1,31,8,2024,13,3,1,2025,165,23,5,0,0,0,0,0,0,0,0,1
FS,22/08/2023,4/03/2024,spain-fs-pt-65,22,34,8,2023,4,10,3,2024,195,27,6,0,0,0,0,0,0,0,0,1
DS,23/08/2023,27/05/2024,spain-ds-pt-8,23,34,8,2023,27,22,5,2024,278,39,9,0,0,0,0,0,0,0,0,1
DS,4/09/2023,18/09/2023,spain-ds-pt-2,4,36,9,2023,18,38,9,2023,14,2,0,0,0,1,0,0,0,0,0,0
FS,23/09/2024,7/10/2024,spain-fs-pt-85,23,39,9,2024,7,41,10,2024,14,2,0,0,0,1,0,0,0,0,0,0
DS,19/09/2024,7/10/2024,spain-ds-pt-11,19,38,9,2024,7,41,10,2024,18,2,0,0,0,1,0,0,0,0,0,0
DS,17/09/2024,7/10/2024,spain-ds-pt-11,17,38,9,2024,7,41,10,2024,20,2,0,0,0,1,0,0,0,0,0,0
FS,25/09/2023,16/10/2023,spain-fs-pt-51,25,39,9,2023,16,42,10,2023,21,3,0,0,0,0,1,0,0,0,0,0
DS,16/09/2024,7/10/2024,spain-ds-pt-11,16,38,9,2024,7,41,10,2024,21,3,0,0,0,0,1,0,0,0,0,0
FS,22/09/2023,16/10/2023,spain-fs-pt-51,22,38,9,2023,16,42,10,2023,24,3,0,0,0,0,1,0,0,0,0,0
FS,10/09/2024,7/10/2024,spain-fs-pt-85,10,37,9,2024,7,41,10,2024,27,3,0,0,0,0,1,0,0,0,0,0
FS,16/09/2024,14/10/2024,spain-fs-pt-87,16,38,9,2024,14,42,10,2024,28,4,0,0,0,0,0,1,0,0,0,0
FS,30/09/2024,28/10/2024,spain-fs-pt-90,30,40,9,2024,28,44,10,2024,28,4,0,0,0,0,0,1,0,0,0,0
FS,14/09/2023,16/10/2023,spain-fs-pt-51,14,37,9,2023,16,42,10,2023,32,4,1,0,0,0,0,1,0,0,0,0
FS,12/09/2024,14/10/2024,spain-fs-pt-87,12,37,9,2024,14,42,10,2024,32,4,1,0,0,0,0,1,0,0,0,0
FS,26/09/2024,28/10/2024,spain-fs-pt-90,26,39,9,2024,28,44,10,2024,32,4,1,0,0,0,0,1,0,0,0,0
FS,13/09/2023,16/10/2023,spain-fs-pt-51,13,37,9,2023,16,42,10,2023,33,4,1,0,0,0,0,1,0,0,0,0
FS,25/09/2024,28/10/2024,spain-fs-pt-90,25,39,9,2024,28,44,10,2024,33,4,1,0,0,0,0,1,0,0,0,0
FS,25/09/2024,28/10/2024,spain-fs-pt-90,25,39,9,2024,28,44,10,2024,33,4,1,0,0,0,0,1,0,0,0,0
DS,3/09/2024,7/10/2024,spain-ds-pt-11,3,36,9,2024,7,41,10,2024,34,4,1,0,0,0,0,1,0,0,0,0
FS,24/09/2024,28/10/2024,spain-fs-pt-90,24,39,9,2024,28,44,10,2024,34,4,1,0,0,0,0,1,0,0,0,0
FS,24/09/2024,28/10/2024,spain-fs-pt-88,24,39,9,2024,28,44,10,2024,34,4,1,0,0,0,0,1,0,0,0,0
FS,25/09/2024,29/10/2024,spain-fs-pt-91,25,39,9,2024,29,44,10,2024,34,4,1,0,0,0,0,1,0,0,0,0
FS,11/09/2023,16/10/2023,spain-fs-pt-51,11,37,9,2023,16,42,10,2023,35,5,1,0,0,0,0,0,1,0,0,0
FS,2/09/2024,7/10/2024,spain-fs-pt-85,2,36,9,2024,7,41,10,2024,35,5,1,0,0,0,0,0,1,0,0,0
FS,2/09/2024,7/10/2024,spain-fs-pt-85,2,36,9,2024,7,41,10,2024,35,5,1,0,0,0,0,0,1,0,0,0
FS,9/09/2024,14/10/2024,spain-fs-pt-87,9,37,9,2024,14,42,10,2024,35,5,1,0,0,0,0,0,1,0,0,0
FS,9/09/2024,14/10/2024,spain-fs-pt-87,9,37,9,2024,14,42,10,2024,35,5,1,0,0,0,0,0,1,0,0,0
FS,9/09/2024,14/10/2024,spain-fs-pt-87,9,37,9,2024,14,42,10,2024,35,5,1,0,0,0,0,0,1,0,0,0
FS,23/09/2024,28/10/2024,spain-fs-pt-90,23,39,9,2024,28,44,10,2024,35,5,1,0,0,0,0,0,1,0,0,0
FS,24/09/2024,29/10/2024,spain-fs-pt-91,24,39,9,2024,29,44,10,2024,35,5,1,0,0,0,0,0,1,0,0,0
FS,6/09/2024,14/10/2024,spain-fs-pt-87,6,36,9,2024,14,42,10,2024,38,5,1,0,0,0,0,0,1,0,0,0
FS,20/09/2024,28/10/2024,spain-fs-pt-90,20,38,9,2024,28,44,10,2024,38,5,1,0,0,0,0,0,1,0,0,0
FS,5/09/2024,14/10/2024,spain-fs-pt-87,5,36,9,2024,14,42,10,2024,39,5,1,0,0,0,0,0,1,0,0,0
FS,19/09/2024,28/10/2024,spain-fs-pt-90,19,38,9,2024,28,44,10,2024,39,5,1,0,0,0,0,0,1,0,0,0
CS,11/09/2024,21/10/2024,spain-cs-pt-2,11,37,9,2024,21,43,10,2024,40,5,1,0,0,0,0,0,1,0,0,0
FS,18/09/2024,28/10/2024,spain-fs-pt-90,18,38,9,2024,28,44,10,2024,40,5,1,0,0,0,0,0,1,0,0,0
FS,3/09/2024,14/10/2024,spain-fs-pt-87,3,36,9,2024,14,42,10,2024,41,5,1,0,0,0,0,0,1,0,0,0
FS,3/09/2024,14/10/2024,spain-fs-pt-87,3,36,9,2024,14,42,10,2024,41,5,1,0,0,0,0,0,1,0,0,0
FS,17/09/2024,28/10/2024,spain-fs-pt-90,17,38,9,2024,28,44,10,2024,41,5,1,0,0,0,0,0,1,0,0,0
FS,4/09/2023,16/10/2023,spain-fs-pt-51,4,36,9,2023,16,42,10,2023,42,6,1,0,0,0,0,0,0,1,0,0
FS,2/09/2024,14/10/2024,spain-fs-pt-87,2,36,9,2024,14,42,10,2024,42,6,1,0,0,0,0,0,0,1,0,0
FS,17/09/2024,29/10/2024,spain-fs-pt-91,17,38,9,2024,29,44,10,2024,42,6,1,0,0,0,0,0,0,1,0,0
FS,10/09/2023,23/10/2023,spain-fs-pt-52,10,37,9,2023,23,43,10,2023,43,6,1,0,0,0,0,0,0,1,0,0
FS,16/09/2024,29/10/2024,spain-fs-pt-91,16,38,9,2024,29,44,10,2024,43,6,1,0,0,0,0,0,0,1,0,0
CS,7/09/2024,21/10/2024,spain-cs-pt-2,7,36,9,2024,21,43,10,2024,44,6,1,0,0,0,0,0,0,1,0,0
FS,1/09/2023,16/10/2023,spain-fs-pt-51,1,35,9,2023,16,42,10,2023,45,6,1,0,0,0,0,0,0,1,0,0
FS,7/09/2023,23/10/2023,spain-fs-pt-52,7,36,9,2023,23,43,10,2023,46,6,1,0,0,0,0,0,0,1,0,0
CS,5/09/2024,21/10/2024,spain-cs-pt-2,5,36,9,2024,21,43,10,2024,46,6,1,0,0,0,0,0,0,1,0,0
CS,4/09/2024,21/10/2024,spain-cs-pt-2,4,36,9,2024,21,43,10,2024,47,6,1,0,0,0,0,0,0,1,0,0
FS,12/09/2024,29/10/2024,spain-fs-pt-91,12,37,9,2024,29,44,10,2024,47,6,1,0,0,0,0,0,0,1,0,0
FS,12/09/2024,29/10/2024,spain-fs-pt-91,12,37,9,2024,29,44,10,2024,47,6,1,0,0,0,0,0,0,1,0,0
FS,20/09/2023,6/11/2023,spain-fs-pt-53,20,38,9,2023,6,45,11,2023,47,6,1,0,0,0,0,0,0,1,0,0
FS,18/09/2023,6/11/2023,spain-fs-pt-53,18,38,9,2023,6,45,11,2023,49,7,1,0,0,0,0,0,0,0,1,0
FS,23/09/2024,11/11/2024,spain-fs-pt-92,23,39,9,2024,11,46,11,2024,49,7,1,0,0,0,0,0,0,0,1,0
DS,30/09/2024,18/11/2024,spain-ds-pt-12,30,40,9,2024,18,47,11,2024,49,7,1,0,0,0,0,0,0,0,1,0
DS,29/09/2023,20/11/2023,spain-ds-pt-4,29,39,9,2023,20,47,11,2023,52,7,1,0,0,0,0,0,0,0,1,0
FS,30/09/2023,21/11/2023,spain-fs-pt-54,30,39,9,2023,21,47,11,2023,52,7,1,0,0,0,0,0,0,0,1,0
FS,20/09/2024,11/11/2024,spain-fs-pt-92,20,38,9,2024,11,46,11,2024,52,7,1,0,0,0,0,0,0,0,1,0
DS,27/09/2024,18/11/2024,spain-ds-pt-12,27,39,9,2024,18,47,11,2024,52,7,1,0,0,0,0,0,0,0,1,0
DS,27/09/2024,18/11/2024,spain-ds-pt-12,27,39,9,2024,18,47,11,2024,52,7,1,0,0,0,0,0,0,0,1,0
FS,14/09/2023,6/11/2023,spain-fs-pt-53,14,37,9,2023,6,45,11,2023,53,7,1,0,0,0,0,0,0,0,1,0
FS,13/09/2023,6/11/2023,spain-fs-pt-53,13,37,9,2023,6,45,11,2023,54,7,1,0,0,0,0,0,0,0,1,0
FS,13/09/2023,6/11/2023,spain-fs-pt-53,13,37,9,2023,6,45,11,2023,54,7,1,0,0,0,0,0,0,0,1,0
DS,27/09/2023,20/11/2023,spain-ds-pt-4,27,39,9,2023,20,47,11,2023,54,7,1,0,0,0,0,0,0,0,1,0
FS,28/09/2023,21/11/2023,spain-fs-pt-54,28,39,9,2023,21,47,11,2023,54,7,1,0,0,0,0,0,0,0,1,0
FS,18/09/2024,11/11/2024,spain-fs-pt-92,18,38,9,2024,11,46,11,2024,54,7,1,0,0,0,0,0,0,0,1,0
FS,4/09/2024,29/10/2024,spain-fs-pt-91,4,36,9,2024,29,44,10,2024,55,7,1,0,0,0,0,0,0,0,1,0
FS,4/09/2024,29/10/2024,spain-fs-pt-91,4,36,9,2024,29,44,10,2024,55,7,1,0,0,0,0,0,0,0,1,0
FS,27/09/2023,21/11/2023,spain-fs-pt-54,27,39,9,2023,21,47,11,2023,55,7,1,0,0,0,0,0,0,0,1,0
FS,26/09/2023,21/11/2023,spain-fs-pt-54,26,39,9,2023,21,47,11,2023,56,8,1,0,0,0,0,0,0,0,0,1
FS,16/09/2024,11/11/2024,spain-fs-pt-92,16,38,9,2024,11,46,11,2024,56,8,1,0,0,0,0,0,0,0,0,1
CS,30/09/2024,25/11/2024,spain-cs-pt-3,30,40,9,2024,25,48,11,2024,56,8,1,0,0,0,0,0,0,0,0,1
CS,30/09/2024,25/11/2024,spain-cs-pt-3,30,40,9,2024,25,48,11,2024,56,8,1,0,0,0,0,0,0,0,0,1
FS,25/09/2023,21/11/2023,spain-fs-pt-54,25,39,9,2023,21,47,11,2023,57,8,1,0,0,0,0,0,0,0,0,1
DS,22/09/2023,20/11/2023,spain-ds-pt-4,22,38,9,2023,20,47,11,2023,59,8,1,0,0,0,0,0,0,0,0,1
DS,20/09/2024,18/11/2024,spain-ds-pt-12,20,38,9,2024,18,47,11,2024,59,8,1,0,0,0,0,0,0,0,0,1
CS,27/09/2024,25/11/2024,spain-cs-pt-3,27,39,9,2024,25,48,11,2024,59,8,1,0,0,0,0,0,0,0,0,1
FS,7/09/2023,6/11/2023,spain-fs-pt-53,7,36,9,2023,6,45,11,2023,60,8,2,0,0,0,0,0,0,0,0,1
FS,7/09/2023,6/11/2023,spain-fs-pt-53,7,36,9,2023,6,45,11,2023,60,8,2,0,0,0,0,0,0,0,0,1
FS,7/09/2023,6/11/2023,spain-fs-pt-53,7,36,9,2023,6,45,11,2023,60,8,2,0,0,0,0,0,0,0,0,1
FS,12/09/2024,11/11/2024,spain-fs-pt-92,12,37,9,2024,11,46,11,2024,60,8,2,0,0,0,0,0,0,0,0,1
DS,19/09/2024,18/11/2024,spain-ds-pt-12,19,38,9,2024,18,47,11,2024,60,8,2,0,0,0,0,0,0,0,0,1
FS,6/09/2023,6/11/2023,spain-fs-pt-53,6,36,9,2023,6,45,11,2023,61,8,2,0,0,0,0,0,0,0,0,1
FS,6/09/2023,6/11/2023,spain-fs-pt-53,6,36,9,2023,6,45,11,2023,61,8,2,0,0,0,0,0,0,0,0,1
FS,21/09/2023,21/11/2023,spain-fs-pt-54,21,38,9,2023,21,47,11,2023,61,8,2,0,0,0,0,0,0,0,0,1
FS,27/09/2023,27/11/2023,spain-fs-pt-55,27,39,9,2023,27,48,11,2023,61,8,2,0,0,0,0,0,0,0,0,1
FS,11/09/2024,11/11/2024,spain-fs-pt-92,11,37,9,2024,11,46,11,2024,61,8,2,0,0,0,0,0,0,0,0,1
CS,25/09/2024,25/11/2024,spain-cs-pt-3,25,39,9,2024,25,48,11,2024,61,8,2,0,0,0,0,0,0,0,0,1
FS,19/09/2023,21/11/2023,spain-fs-pt-54,19,38,9,2023,21,47,11,2023,63,9,2,0,0,0,0,0,0,0,0,1
FS,30/09/2024,2/12/2024,spain-fs-pt-94,30,40,9,2024,2,49,12,2024,63,9,2,0,0,0,0,0,0,0,0,1
DS,13/09/2024,18/11/2024,spain-ds-pt-12,13,37,9,2024,18,47,11,2024,66,9,2,0,0,0,0,0,0,0,0,1
DS,13/09/2023,20/11/2023,spain-ds-pt-4,13,37,9,2023,20,47,11,2023,68,9,2,0,0,0,0,0,0,0,0,1
FS,20/09/2023,27/11/2023,spain-fs-pt-55,20,38,9,2023,27,48,11,2023,68,9,2,0,0,0,0,0,0,0,0,1
FS,12/09/2023,21/11/2023,spain-fs-pt-54,12,37,9,2023,21,47,11,2023,70,10,2,0,0,0,0,0,0,0,0,1
FS,8/09/2023,21/11/2023,spain-fs-pt-54,8,36,9,2023,21,47,11,2023,74,10,2,0,0,0,0,0,0,0,0,1
DS,23/09/2024,9/12/2024,spain-ds-pt-13,23,39,9,2024,9,50,12,2024,77,11,2,0,0,0,0,0,0,0,0,1
DS,23/09/2024,9/12/2024,spain-ds-pt-13,23,39,9,2024,9,50,12,2024,77,11,2,0,0,0,0,0,0,0,0,1
FS,18/09/2023,11/12/2023,spain-fs-pt-56,18,38,9,2023,11,50,12,2023,84,12,2,0,0,0,0,0,0,0,0,1
FS,27/09/2023,15/01/2024,spain-fs-pt-58,27,39,9,2023,15,3,1,2024,110,15,3,0,0,0,0,0,0,0,0,1
FS,30/09/2023,22/01/2024,spain-fs-pt-59,30,39,9,2023,22,4,1,2024,114,16,3,0,0,0,0,0,0,0,0,1
FS,18/09/2023,15/01/2024,spain-fs-pt-58,18,38,9,2023,15,3,1,2024,119,17,3,0,0,0,0,0,0,0,0,1
FS,30/09/2024,27/01/2025,spain-fs-pt-enero-13/01,30,40,9,2024,27,5,1,2025,119,17,3,0,0,0,0,0,0,0,0,1
FS,20/09/2023,22/01/2024,spain-fs-pt-59,20,38,9,2023,22,4,1,2024,124,17,4,0,0,0,0,0,0,0,0,1
DS,27/09/2023,29/01/2024,spain-ds-pt-5,27,39,9,2023,29,5,1,2024,124,17,4,0,0,0,0,0,0,0,0,1
FS,25/09/2024,27/01/2025,spain-fs-pt-enero-matutino-13/01,25,39,9,2024,27,5,1,2025,124,17,4,0,0,0,0,0,0,0,0,1
FS,11/09/2023,15/01/2024,spain-fs-pt-58,11,37,9,2023,15,3,1,2024,126,18,4,0,0,0,0,0,0,0,0,1
FS,12/09/2023,22/01/2024,spain-fs-pt-59,12,37,9,2023,22,4,1,2024,132,18,4,0,0,0,0,0,0,0,0,1
DS,9/09/2024,27/01/2025,spain-ds-pt-enero-13/01,9,37,9,2024,27,5,1,2025,140,20,4,0,0,0,0,0,0,0,0,1
