Program,buy_date,cohort_start_date,cohort_name,days_to_start,month_sale,month_start
FS,29/02/2024,15/04/2024,spain-fs-pt-67,46,2,4
FS,29/02/2024,15/04/2024,spain-fs-pt-67,46,2,4
FS,15/02/2024,15/04/2024,spain-fs-pt-67,60,2,4
FS,6/02/2024,15/04/2024,spain-fs-pt-67,69,2,4
FS,25/01/2024,15/04/2024,spain-fs-pt-67,81,1,4
FS,18/01/2024,15/04/2024,spain-fs-pt-67,88,1,4
FS,10/01/2024,15/04/2024,spain-fs-pt-67,96,1,4
FS,18/12/2023,15/04/2024,spain-fs-pt-67,119,12,4
FS,1/04/2024,22/04/2024,spain-fs-pt-69,21,4,4
FS,1/04/2024,22/04/2024,spain-fs-pt-69,21,4,4
FS,31/03/2024,22/04/2024,spain-fs-pt-69,22,3,4
FS,25/03/2024,22/04/2024,spain-fs-pt-69,28,3,4
FS,21/03/2024,22/04/2024,spain-fs-pt-69,32,3,4
FS,18/03/2024,22/04/2024,spain-fs-pt-69,35,3,4
FS,18/03/2024,22/04/2024,spain-fs-pt-69,35,3,4
FS,14/03/2024,22/04/2024,spain-fs-pt-69,39,3,4
FS,14/03/2024,22/04/2024,spain-fs-pt-69,39,3,4
FS,12/03/2024,22/04/2024,spain-fs-pt-69,41,3,4
FS,8/03/2024,22/04/2024,spain-fs-pt-69,45,3,4
FS,7/03/2024,22/04/2024,spain-fs-pt-69,46,3,4
FS,27/02/2024,22/04/2024,spain-fs-pt-68,55,2,4
FS,23/02/2024,22/04/2024,spain-fs-pt-68,59,2,4
FS,21/02/2024,22/04/2024,spain-fs-pt-68,61,2,4
FS,12/02/2024,22/04/2024,spain-fs-pt-69,70,2,4
FS,3/02/2024,22/04/2024,spain-fs-pt-68,79,2,4
FS,2/02/2024,22/04/2024,spain-fs-pt-68,80,2,4
FS,2/02/2024,22/04/2024,spain-fs-pt-68,80,2,4
FS,1/02/2024,22/04/2024,spain-fs-pt-68,81,2,4
FS,31/01/2024,22/04/2024,spain-fs-pt-68,82,1,4
FS,31/01/2024,22/04/2024,spain-fs-pt-68,82,1,4
FS,27/01/2024,22/04/2024,spain-fs-pt-68,86,1,4
FS,23/01/2024,22/04/2024,spain-fs-pt-68,90,1,4
FS,18/01/2024,22/04/2024,spain-fs-pt-68,95,1,4
FS,16/01/2024,22/04/2024,spain-fs-pt-69,97,1,4
FS,15/01/2024,22/04/2024,spain-fs-pt-68,98,1,4
FS,15/01/2024,22/04/2024,spain-fs-pt-68,98,1,4
FS,22/11/2023,22/04/2024,spain-fs-pt-68,152,11,4
FS,5/04/2024,6/05/2024,spain-fs-pt-70,31,4,5
FS,5/04/2024,6/05/2024,spain-fs-pt-70,31,4,5
FS,5/04/2024,6/05/2024,spain-fs-pt-70,31,4,5
FS,5/04/2024,6/05/2024,spain-fs-pt-70,31,4,5
FS,2/04/2024,6/05/2024,spain-fs-pt-70,34,4,5
FS,2/04/2024,6/05/2024,spain-fs-pt-70,34,4,5
FS,2/04/2024,6/05/2024,spain-fs-pt-70,34,4,5
FS,27/03/2024,6/05/2024,spain-fs-pt-70,40,3,5
FS,26/03/2024,6/05/2024,spain-fs-pt-70,41,3,5
FS,24/03/2024,6/05/2024,spain-fs-pt-70,43,3,5
FS,21/03/2024,6/05/2024,spain-fs-pt-70,46,3,5
FS,1/03/2024,6/05/2024,spain-fs-pt-70,66,3,5
FS,8/02/2024,6/05/2024,spain-fs-pt-70,88,2,5
FS,7/11/2023,6/05/2024,spain-fs-pt-70,181,11,5
FS,25/04/2024,13/05/2024,spain-fs-pt-71,18,4,5
,,,,,,
FS,23/04/2024,13/05/2024,spain-fs-pt-71,20,4,5
FS,9/04/2024,13/05/2024,spain-fs-pt-71,34,4,5
FS,8/04/2024,13/05/2024,spain-fs-pt-71,35,4,5
FS,3/04/2024,13/05/2024,spain-fs-pt-71,40,4,5
FS,19/03/2024,13/05/2024,spain-fs-pt-71,55,3,5
FS,18/03/2024,13/05/2024,spain-fs-pt-71,56,3,5
FS,28/02/2024,13/05/2024,spain-fs-pt-71,75,2,5
FS,27/02/2024,13/05/2024,spain-fs-pt-71,76,2,5
,,,,,,
FS,7/12/2023,13/05/2024,spain-fs-pt-71,158,12,5
FS,23/09/2023,13/05/2024,spain-fs-pt-71,233,9,5
FS,29/04/2024,14/05/2024,spain-fs-pt-72,15,4,5
FS,19/04/2024,14/05/2024,spain-fs-pt-72,25,4,5
FS,18/04/2024,14/05/2024,spain-fs-pt-72,26,4,5
FS,8/04/2024,14/05/2024,spain-fs-pt-72,36,4,5
FS,8/03/2024,14/05/2024,spain-fs-pt-72,67,3,5
FS,7/03/2024,14/05/2024,spain-fs-pt-72,68,3,5
FS,29/02/2024,14/05/2024,spain-fs-pt-72,75,2,5
FS,28/02/2024,14/05/2024,spain-fs-pt-72,76,2,5
FS,30/09/2023,14/05/2024,spain-fs-pt-72,227,9,5
,,,,,,
FS,26/05/2023,14/05/2024,spain-fs-pt-72,354,5,5
FS,7/05/2024,27/05/2024,spain-fs-pt-73,20,5,5
FS,29/04/2024,27/05/2024,spain-fs-pt-73,28,4,5
FS,29/04/2024,27/05/2024,spain-fs-pt-73,28,4,5
FS,26/04/2024,27/05/2024,spain-fs-pt-73,31,4,5
FS,26/04/2024,27/05/2024,spain-fs-pt-73,31,4,5
FS,23/04/2024,27/05/2024,spain-fs-pt-73,34,4,5
FS,22/04/2024,27/05/2024,spain-fs-pt-73,35,4,5
,,,,,,
FS,22/04/2024,27/05/2024,spain-fs-pt-73,35,4,5
FS,22/04/2024,27/05/2024,spain-fs-pt-73,35,4,5
FS,20/04/2024,27/05/2024,spain-fs-pt-73,37,4,5
FS,19/04/2024,27/05/2024,spain-fs-pt-73,38,4,5
FS,17/04/2024,27/05/2024,spain-fs-pt-73,40,4,5
DS,15/04/2024,27/05/2024,spain-ds-pt-8,42,4,5
FS,12/04/2024,27/05/2024,spain-fs-pt-73,45,4,5
FS,12/04/2024,27/05/2024,spain-fs-pt-73,45,4,5
DS,12/04/2024,27/05/2024,spain-ds-pt-8,45,4,5
FS,11/04/2024,27/05/2024,spain-fs-pt-73,46,4,5
FS,9/04/2024,27/05/2024,spain-fs-pt-73,48,4,5
DS,3/04/2024,27/05/2024,spain-ds-pt-8,54,4,5
DS,1/04/2024,27/05/2024,spain-ds-pt-8,56,4,5
DS,20/03/2024,27/05/2024,spain-ds-pt-8,68,3,5
DS,19/03/2024,27/05/2024,spain-ds-pt-8,69,3,5
DS,18/03/2024,27/05/2024,spain-ds-pt-8,70,3,5
FS,12/03/2024,27/05/2024,spain-fs-pt-73,76,3,5
DS,14/02/2024,27/05/2024,spain-ds-pt-8,103,2,5
DS,26/10/2023,27/05/2024,spain-ds-pt-8,214,10,5
DS,23/08/2023,27/05/2024,spain-ds-pt-8,278,8,5
FS,17/05/2024,3/06/2024,spain-fs-pt-74,17,5,6
FS,17/05/2024,3/06/2024,spain-fs-pt-74,17,5,6
FS,13/05/2024,3/06/2024,spain-fs-pt-74,21,5,6
FS,10/05/2024,3/06/2024,spain-fs-pt-74,24,5,6
FS,3/05/2024,3/06/2024,spain-fs-pt-74,31,5,6
FS,3/05/2024,3/06/2024,spain-fs-pt-74,31,5,6
FS,2/05/2024,3/06/2024,spain-fs-pt-74,32,5,6
,,,,,,
FS,30/04/2024,3/06/2024,spain-fs-pt-74,34,4,6
FS,24/04/2024,3/06/2024,spain-fs-pt-74,40,4,6
FS,22/04/2024,3/06/2024,spain-fs-pt-74,42,4,6
FS,15/04/2024,3/06/2024,spain-fs-pt-74,49,4,6
FS,2/02/2024,3/06/2024,spain-fs-pt-74,122,2,6
FS,30/11/2023,3/06/2024,spain-fs-pt-74,186,11,6
,,,,,,
FS,6/11/2023,3/06/2024,spain-fs-pt-74,210,11,6
FS,3/06/2024,17/06/2024,spain-fs-pt-76,14,6,6
FS,29/05/2024,17/06/2024,spain-fs-pt-76,19,5,6
FS,22/05/2024,17/06/2024,spain-fs-pt-76,26,5,6
FS,22/05/2024,17/06/2024,spain-fs-pt-76,26,5,6
FS,20/05/2024,17/06/2024,spain-fs-pt-76,28,5,6
FS,20/05/2024,17/06/2024,spain-fs-pt-76,28,5,6
FS,17/05/2024,17/06/2024,spain-fs-pt-76,31,5,6
FS,17/05/2024,17/06/2024,spain-fs-pt-76,31,5,6
FS,17/05/2024,17/06/2024,spain-fs-pt-76,31,5,6
FS,16/05/2024,17/06/2024,spain-fs-pt-76,32,5,6
FS,14/05/2024,17/06/2024,spain-fs-pt-76,34,5,6
FS,7/05/2024,17/06/2024,spain-fs-pt-76,41,5,6
FS,4/05/2024,17/06/2024,spain-fs-pt-75,44,5,6
FS,4/05/2024,17/06/2024,spain-fs-pt-75,44,5,6
FS,3/05/2024,17/06/2024,spain-fs-pt-75,45,5,6
FS,30/04/2024,17/06/2024,spain-fs-pt-75,48,4,6
FS,30/04/2024,17/06/2024,spain-fs-pt-75,48,4,6
FS,29/04/2024,17/06/2024,spain-fs-pt-75,49,4,6
,,,,,,
FS,24/04/2024,17/06/2024,spain-fs-pt-75,54,4,6
FS,19/04/2024,17/06/2024,spain-fs-pt-75,59,4,6
FS,10/04/2024,17/06/2024,spain-fs-pt-75,68,4,6
FS,12/02/2024,17/06/2024,spain-fs-pt-75,126,2,6
FS,4/09/2023,17/06/2024,spain-fs-pt-75,287,9,6
DS,26/06/2024,8/07/2024,spain-ds-pt-9,12,6,7
DS,21/06/2024,8/07/2024,spain-ds-pt-9,17,6,7
DS,21/06/2024,8/07/2024,spain-ds-pt-9,17,6,7
,,,,,,
DS,21/06/2024,8/07/2024,spain-ds-pt-9,17,6,7
DS,31/05/2024,8/07/2024,spain-ds-pt-9,38,5,7
DS,27/05/2024,8/07/2024,spain-ds-pt-9,42,5,7
DS,24/05/2024,8/07/2024,spain-ds-pt-9,45,5,7
DS,23/05/2024,8/07/2024,spain-ds-pt-9,46,5,7
DS,23/05/2024,8/07/2024,spain-ds-pt-9,46,5,7
DS,8/05/2024,8/07/2024,spain-ds-pt-9,61,5,7
DS,24/04/2024,8/07/2024,spain-ds-pt-9,75,4,7
DS,30/12/2023,8/07/2024,spain-ds-pt-9,191,12,7
DS,3/11/2023,8/07/2024,spain-ds-pt-9,248,11,7
DS,24/10/2023,8/07/2024,spain-ds-pt-9,258,10,7
FS,29/05/2024,15/07/2024,spain-fs-pt-77,47,5,7
FS,29/05/2024,15/07/2024,spain-fs-pt-77,47,5,7
FS,27/05/2024,15/07/2024,spain-fs-pt-77,49,5,7
FS,24/05/2024,15/07/2024,spain-fs-pt-77,52,5,7
FS,24/05/2024,15/07/2024,spain-fs-pt-77,52,5,7
FS,24/05/2024,15/07/2024,spain-fs-pt-77,52,5,7
FS,23/05/2024,15/07/2024,spain-fs-pt-77,53,5,7
FS,17/05/2024,15/07/2024,spain-fs-pt-77,59,5,7
FS,3/05/2024,15/07/2024,spain-fs-pt-77,73,5,7
FS,30/04/2024,15/07/2024,spain-fs-pt-77,76,4,7
,,,,,,
FS,30/04/2024,15/07/2024,spain-fs-pt-77,76,4,7
FS,22/04/2024,15/07/2024,spain-fs-pt-77,84,4,7
FS,25/06/2024,22/07/2024,spain-fs-pt-78,27,6,7
FS,11/06/2024,22/07/2024,spain-fs-pt-78,41,6,7
FS,10/06/2024,22/07/2024,spain-fs-pt-78,42,6,7
FS,7/06/2024,22/07/2024,spain-fs-pt-78,45,6,7
,,,,,,
FS,6/06/2024,22/07/2024,spain-fs-pt-78,46,6,7
FS,5/06/2024,22/07/2024,spain-fs-pt-78,47,6,7
FS,5/06/2024,22/07/2024,spain-fs-pt-78,47,6,7
FS,4/06/2024,22/07/2024,spain-fs-pt-78,48,6,7
FS,4/06/2024,22/07/2024,spain-fs-pt-78,48,6,7
FS,4/06/2024,22/07/2024,spain-fs-pt-78,48,6,7
FS,3/06/2024,22/07/2024,spain-fs-pt-78,49,6,7
FS,3/06/2024,22/07/2024,spain-fs-pt-78,49,6,7
FS,31/05/2024,22/07/2024,spain-fs-pt-78,52,5,7
FS,6/05/2024,22/07/2024,spain-fs-pt-78,77,5,7
FS,3/07/2024,2/09/2024,spain-fs-pt-79,61,7,9
FS,1/07/2024,2/09/2024,spain-fs-pt-79,63,7,9
FS,1/07/2024,2/09/2024,spain-fs-pt-79,63,7,9
FS,28/06/2024,2/09/2024,spain-fs-pt-79,66,6,9
FS,27/06/2024,2/09/2024,spain-fs-pt-79,67,6,9
FS,26/06/2024,2/09/2024,spain-fs-pt-79,68,6,9
FS,24/06/2024,2/09/2024,spain-fs-pt-79,70,6,9
FS,21/06/2024,2/09/2024,spain-fs-pt-79,73,6,9
FS,21/06/2024,2/09/2024,spain-fs-pt-79,73,6,9
FS,21/06/2024,2/09/2024,spain-fs-pt-79,73,6,9
FS,20/06/2024,2/09/2024,spain-fs-pt-79,74,6,9
FS,29/02/2024,2/09/2024,spain-fs-pt-79,186,2,9
,,,,,,
FS,15/07/2024,9/09/2024,spain-fs-pt-80,56,7,9
FS,12/07/2024,9/09/2024,spain-fs-pt-80,59,7,9
FS,11/07/2024,9/09/2024,spain-fs-pt-80,60,7,9
FS,11/07/2024,9/09/2024,spain-fs-pt-80,60,7,9
FS,10/07/2024,9/09/2024,spain-fs-pt-80,61,7,9
FS,10/07/2024,9/09/2024,spain-fs-pt-80,61,7,9
FS,9/07/2024,9/09/2024,spain-fs-pt-80,62,7,9
FS,8/07/2024,9/09/2024,spain-fs-pt-80,63,7,9
FS,8/07/2024,9/09/2024,spain-fs-pt-80,63,7,9
,,,,,,
,,,,,,
FS,8/07/2024,9/09/2024,spain-fs-pt-80,63,7,9
FS,8/07/2024,9/09/2024,spain-fs-pt-80,63,7,9
FS,4/07/2024,9/09/2024,spain-fs-pt-80,67,7,9
FS,3/07/2024,9/09/2024,spain-fs-pt-80,68,7,9
,,,,,,
FS,2/07/2024,9/09/2024,spain-fs-pt-80,69,7,9
,,,,,,
FS,18/06/2024,9/09/2024,spain-fs-pt-80,83,6,9
FS,6/08/2024,16/09/2024,spain-fs-pt-82,41,8,9
DS,17/07/2024,16/09/2024,spain-ds-pt-10,61,7,9
DS,16/07/2024,16/09/2024,spain-ds-pt-10,62,7,9
DS,12/07/2024,16/09/2024,spain-ds-pt-10,66,7,9
DS,4/07/2024,16/09/2024,spain-ds-pt-10,74,7,9
FS,2/07/2024,16/09/2024,spain-fs-pt-82,76,7,9
DS,2/07/2024,16/09/2024,spain-ds-pt-10,76,7,9
DS,2/07/2024,16/09/2024,spain-ds-pt-10,76,7,9
FS,1/07/2024,16/09/2024,spain-fs-pt-82,77,7,9
FS,28/06/2024,16/09/2024,spain-fs-pt-82,80,6,9
FS,26/06/2024,16/09/2024,spain-fs-pt-82,82,6,9
DS,26/06/2024,16/09/2024,spain-ds-pt-10,82,6,9
FS,25/06/2024,16/09/2024,spain-fs-pt-82,83,6,9
DS,25/06/2024,16/09/2024,spain-ds-pt-10,83,6,9
DS,24/06/2024,16/09/2024,spain-ds-pt-10,84,6,9
FS,21/06/2024,16/09/2024,spain-fs-pt-82,87,6,9
FS,19/06/2024,16/09/2024,spain-fs-pt-81,89,6,9
FS,14/06/2024,16/09/2024,spain-fs-pt-81,94,6,9
,,,,,,
DS,13/06/2024,16/09/2024,spain-ds-pt-10,95,6,9
DS,12/06/2024,16/09/2024,spain-ds-pt-10,96,6,9
DS,12/06/2024,16/09/2024,spain-ds-pt-10,96,6,9
FS,5/06/2024,16/09/2024,spain-fs-pt-81,103,6,9
FS,29/05/2024,16/09/2024,spain-fs-pt-81,110,5,9
FS,28/05/2024,16/09/2024,spain-fs-pt-81,111,5,9
FS,27/05/2024,16/09/2024,spain-fs-pt-82,112,5,9
FS,25/05/2024,16/09/2024,spain-fs-pt-82,114,5,9
FS,23/05/2024,16/09/2024,spain-fs-pt-82,116,5,9
FS,23/05/2024,16/09/2024,spain-fs-pt-81,116,5,9
,,,,,,
FS,22/05/2024,16/09/2024,spain-fs-pt-81,117,5,9
FS,20/05/2024,16/09/2024,spain-fs-pt-81,119,5,9
DS,18/05/2024,16/09/2024,spain-ds-pt-10,121,5,9
FS,17/05/2024,16/09/2024,spain-fs-pt-82,122,5,9
FS,8/05/2024,16/09/2024,spain-fs-pt-82,131,5,9
FS,6/05/2024,16/09/2024,spain-fs-pt-81,133,5,9
,,,,,,
FS,3/05/2024,16/09/2024,spain-fs-pt-81,136,5,9
FS,29/04/2024,16/09/2024,spain-fs-pt-82,140,4,9
FS,12/04/2024,16/09/2024,spain-fs-pt-82,157,4,9
,,,,,,
FS,20/03/2024,16/09/2024,spain-fs-pt-81,180,3,9
FS,19/02/2024,16/09/2024,spain-fs-pt-81,210,2,9
,,,,,,
FS,6/02/2024,16/09/2024,spain-fs-pt-81,223,2,9
FS,22/08/2024,23/09/2024,spain-fs-pt-83,32,8,9
FS,21/08/2024,23/09/2024,spain-fs-pt-83,33,8,9
,,,,,,
FS,22/07/2024,23/09/2024,spain-fs-pt-83,63,7,9
,,,,,,
FS,19/07/2024,23/09/2024,spain-fs-pt-83,66,7,9
FS,18/07/2024,23/09/2024,spain-fs-pt-83,67,7,9
,,,,,,
FS,18/07/2024,23/09/2024,spain-fs-pt-83,67,7,9
FS,18/07/2024,23/09/2024,spain-fs-pt-83,67,7,9
FS,17/07/2024,23/09/2024,spain-fs-pt-83,68,7,9
FS,17/07/2024,23/09/2024,spain-fs-pt-83,68,7,9
FS,17/07/2024,23/09/2024,spain-fs-pt-83,68,7,9
FS,16/07/2024,23/09/2024,spain-fs-pt-83,69,7,9
,,,,,,
FS,15/07/2024,23/09/2024,spain-fs-pt-83,70,7,9
FS,12/07/2024,23/09/2024,spain-fs-pt-83,73,7,9
CS,12/07/2024,23/09/2024,spain-cs-pt-1,73,7,9
CS,11/07/2024,23/09/2024,spain-cs-pt-1,74,7,9
,,,,,,
FS,10/07/2024,23/09/2024,spain-fs-pt-83,75,7,9
CS,8/07/2024,23/09/2024,spain-cs-pt-1,77,7,9
CS,8/07/2024,23/09/2024,spain-cs-pt-1,77,7,9
CS,21/06/2024,23/09/2024,spain-cs-pt-1,94,6,9
CS,20/06/2024,23/09/2024,spain-cs-pt-1,95,6,9
CS,18/06/2024,23/09/2024,spain-cs-pt-1,97,6,9
,,,,,,
FS,17/06/2024,23/09/2024,spain-fs-pt-83,98,6,9
CS,16/06/2024,23/09/2024,spain-cs-pt-1,99,6,9
,,,,,,
CS,10/06/2024,23/09/2024,spain-cs-pt-1,105,6,9
CS,3/06/2024,23/09/2024,spain-cs-pt-1,112,6,9
FS,21/05/2024,23/09/2024,spain-fs-pt-83,125,5,9
,,,,,,
CS,20/05/2024,23/09/2024,spain-cs-pt-1,126,5,9
CS,13/05/2024,23/09/2024,spain-cs-pt-1,133,5,9
CS,28/02/2024,23/09/2024,spain-cs-pt-1,208,2,9
FS,9/08/2024,30/09/2024,spain-fs-pt-84,52,8,9
FS,8/08/2024,30/09/2024,spain-fs-pt-84,53,8,9
FS,6/08/2024,30/09/2024,spain-fs-pt-84,55,8,9
FS,2/08/2024,30/09/2024,spain-fs-pt-84,59,8,9
FS,1/08/2024,30/09/2024,spain-fs-pt-84,60,8,9
,,,,,,
,,,,,,
FS,31/07/2024,30/09/2024,spain-fs-pt-84,61,7,9
FS,29/07/2024,30/09/2024,spain-fs-pt-84,63,7,9
FS,26/07/2024,30/09/2024,spain-fs-pt-84,66,7,9
FS,25/07/2024,30/09/2024,spain-fs-pt-84,67,7,9
FS,24/07/2024,30/09/2024,spain-fs-pt-84,68,7,9
FS,24/07/2024,30/09/2024,spain-fs-pt-84,68,7,9
FS,20/07/2024,30/09/2024,spain-fs-pt-84,72,7,9
,,,,,,
FS,19/07/2024,30/09/2024,spain-fs-pt-84,73,7,9
FS,3/07/2024,30/09/2024,spain-fs-pt-84,89,7,9
FS,22/05/2024,30/09/2024,spain-fs-pt-84,131,5,9
FS,23/09/2024,7/10/2024,spain-fs-pt-85,14,9,10
,,,,,,
DS,19/09/2024,7/10/2024,spain-ds-pt-11,18,9,10
,,,,,,
,,,,,,
DS,17/09/2024,7/10/2024,spain-ds-pt-11,20,9,10
DS,16/09/2024,7/10/2024,spain-ds-pt-11,21,9,10
FS,10/09/2024,7/10/2024,spain-fs-pt-85,27,9,10
DS,3/09/2024,7/10/2024,spain-ds-pt-11,34,9,10
FS,2/09/2024,7/10/2024,spain-fs-pt-85,35,9,10
FS,2/09/2024,7/10/2024,spain-fs-pt-85,35,9,10
FS,30/08/2024,7/10/2024,spain-fs-pt-85,38,8,10
FS,30/08/2024,7/10/2024,spain-fs-pt-85,38,8,10
,,,,,,
,,,,,,
FS,30/08/2024,7/10/2024,spain-fs-pt-85,38,8,10
FS,29/08/2024,7/10/2024,spain-fs-pt-85,39,8,10
,,,,,,
FS,29/08/2024,7/10/2024,spain-fs-pt-85,39,8,10
FS,28/08/2024,7/10/2024,spain-fs-pt-85,40,8,10
FS,28/08/2024,7/10/2024,spain-fs-pt-85,40,8,10
FS,23/08/2024,7/10/2024,spain-fs-pt-85,45,8,10
DS,22/08/2024,7/10/2024,spain-ds-pt-11,46,8,10
FS,12/08/2024,7/10/2024,spain-fs-pt-85,56,8,10
FS,9/08/2024,7/10/2024,spain-fs-pt-85,59,8,10
DS,8/08/2024,7/10/2024,spain-ds-pt-11,60,8,10
DS,5/08/2024,7/10/2024,spain-ds-pt-11,63,8,10
FS,23/07/2024,7/10/2024,spain-fs-pt-85,76,7,10
,,,,,,
DS,20/07/2024,7/10/2024,spain-ds-pt-11,79,7,10
DS,19/07/2024,7/10/2024,spain-ds-pt-11,80,7,10
DS,16/07/2024,7/10/2024,spain-ds-pt-11,83,7,10
,,,,,,
DS,25/06/2024,7/10/2024,spain-ds-pt-11,104,6,10
,,,,,,
DS,29/09/2023,7/10/2024,spain-ds-pt-11,374,9,10
FS,16/09/2024,14/10/2024,spain-fs-pt-87,28,9,10
,,,,,,
FS,12/09/2024,14/10/2024,spain-fs-pt-87,32,9,10
FS,9/09/2024,14/10/2024,spain-fs-pt-87,35,9,10
,,,,,,
FS,9/09/2024,14/10/2024,spain-fs-pt-87,35,9,10
FS,9/09/2024,14/10/2024,spain-fs-pt-87,35,9,10
FS,6/09/2024,14/10/2024,spain-fs-pt-87,38,9,10
FS,5/09/2024,14/10/2024,spain-fs-pt-87,39,9,10
,,,,,,
FS,3/09/2024,14/10/2024,spain-fs-pt-87,41,9,10
FS,3/09/2024,14/10/2024,spain-fs-pt-87,41,9,10
,,,,,,
FS,2/09/2024,14/10/2024,spain-fs-pt-87,42,9,10
FS,30/08/2024,14/10/2024,spain-fs-pt-87,45,8,10
FS,31/07/2024,14/10/2024,spain-fs-pt-86,75,7,10
FS,19/07/2024,14/10/2024,spain-fs-pt-86,87,7,10
FS,19/07/2024,14/10/2024,spain-fs-pt-86,87,7,10
FS,19/07/2024,14/10/2024,spain-fs-pt-86,87,7,10
,,,,,,
FS,17/07/2024,14/10/2024,spain-fs-pt-86,89,7,10
FS,13/07/2024,14/10/2024,spain-fs-pt-86,93,7,10
FS,8/07/2024,14/10/2024,spain-fs-pt-86,98,7,10
FS,1/07/2024,14/10/2024,spain-fs-pt-87,105,7,10
,,,,,,
,,,,,,
FS,1/07/2024,14/10/2024,spain-fs-pt-87,105,7,10
FS,26/06/2024,14/10/2024,spain-fs-pt-86,110,6,10
FS,18/04/2024,14/10/2024,spain-fs-pt-86,179,4,10
FS,1/04/2024,14/10/2024,spain-fs-pt-86,196,4,10
FS,22/02/2024,14/10/2024,spain-fs-pt-86,235,2,10
,,,,,,
CS,11/09/2024,21/10/2024,spain-cs-pt-2,40,9,10
CS,7/09/2024,21/10/2024,spain-cs-pt-2,44,9,10
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CS,5/09/2024,21/10/2024,spain-cs-pt-2,46,9,10
,,,,,,
CS,4/09/2024,21/10/2024,spain-cs-pt-2,47,9,10
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CS,26/08/2024,21/10/2024,spain-cs-pt-2,56,8,10
CS,21/08/2024,21/10/2024,spain-cs-pt-2,61,8,10
,,,,,,
CS,9/08/2024,21/10/2024,spain-cs-pt-2,73,8,10
CS,31/07/2024,21/10/2024,spain-cs-pt-2,82,7,10
CS,30/07/2024,21/10/2024,spain-cs-pt-2,83,7,10
CS,29/07/2024,21/10/2024,spain-cs-pt-2,84,7,10
CS,24/07/2024,21/10/2024,spain-cs-pt-2,89,7,10
CS,19/07/2024,21/10/2024,spain-cs-pt-2,94,7,10
CS,12/07/2024,21/10/2024,spain-cs-pt-2,101,7,10
CS,26/06/2024,21/10/2024,spain-cs-pt-2,117,6,10
CS,24/06/2024,21/10/2024,spain-cs-pt-2,119,6,10
FS,9/10/2024,28/10/2024,spain-fs-pt-90,19,10,10
FS,9/10/2024,28/10/2024,spain-fs-pt-90,19,10,10
FS,7/10/2024,28/10/2024,spain-fs-pt-90,21,10,10
FS,1/10/2024,28/10/2024,spain-fs-pt-90,27,10,10
FS,30/09/2024,28/10/2024,spain-fs-pt-90,28,9,10
FS,26/09/2024,28/10/2024,spain-fs-pt-90,32,9,10
FS,25/09/2024,28/10/2024,spain-fs-pt-90,33,9,10
,,,,,,
FS,25/09/2024,28/10/2024,spain-fs-pt-90,33,9,10
FS,24/09/2024,28/10/2024,spain-fs-pt-90,34,9,10
FS,24/09/2024,28/10/2024,spain-fs-pt-88,34,9,10
FS,23/09/2024,28/10/2024,spain-fs-pt-90,35,9,10
FS,20/09/2024,28/10/2024,spain-fs-pt-90,38,9,10
FS,19/09/2024,28/10/2024,spain-fs-pt-90,39,9,10
FS,18/09/2024,28/10/2024,spain-fs-pt-90,40,9,10
FS,17/09/2024,28/10/2024,spain-fs-pt-90,41,9,10
FS,27/08/2024,28/10/2024,spain-fs-pt-88,62,8,10
FS,26/08/2024,28/10/2024,spain-fs-pt-88,63,8,10
FS,26/08/2024,28/10/2024,spain-fs-pt-88,63,8,10
FS,19/08/2024,28/10/2024,spain-fs-pt-88,70,8,10
FS,7/08/2024,28/10/2024,spain-fs-pt-88,82,8,10
FS,5/08/2024,28/10/2024,spain-fs-pt-88,84,8,10
FS,1/08/2024,28/10/2024,spain-fs-pt-88,88,8,10
FS,31/07/2024,28/10/2024,spain-fs-pt-88,89,7,10
FS,31/07/2024,28/10/2024,spain-fs-pt-88,89,7,10
FS,29/07/2024,28/10/2024,spain-fs-pt-88,91,7,10
FS,29/07/2024,28/10/2024,spain-fs-pt-88,91,7,10
FS,17/07/2024,28/10/2024,spain-fs-pt-88,103,7,10
FS,9/07/2024,28/10/2024,spain-fs-pt-90,111,7,10
FS,18/06/2024,28/10/2024,spain-fs-pt-88,132,6,10
FS,31/05/2024,28/10/2024,spain-fs-pt-89,150,5,10
FS,22/05/2024,28/10/2024,spain-fs-pt-89,159,5,10
FS,30/04/2024,28/10/2024,spain-fs-pt-89,181,4,10
FS,30/04/2024,28/10/2024,spain-fs-pt-89,181,4,10
FS,26/04/2024,28/10/2024,spain-fs-pt-89,185,4,10
FS,1/04/2024,28/10/2024,spain-fs-pt-88,210,4,10
FS,14/03/2024,28/10/2024,spain-fs-pt-89,228,3,10
FS,16/02/2024,28/10/2024,spain-fs-pt-89,255,2,10
