Program,buy_date,cohort_start_date,days_to_start,month_sale,month_start,month_diff,null_month,one_month,two_month,three_month,four_month,five_month,six_month,seven_month,eigth_month
FS,24/06/2024,2/09/2024,70,6,9,2,0,0,1,0,0,0,0,0,0
FS,20/07/2024,30/09/2024,72,7,9,2,0,0,1,0,0,0,0,0,0
FS,24/02/2023,8/05/2023,73,2,5,2,0,0,1,0,0,0,0,0,0
FS,3/05/2024,15/07/2024,73,5,7,2,0,0,1,0,0,0,0,0,0
CS,12/07/2024,23/09/2024,73,7,9,2,0,0,1,0,0,0,0,0,0
FS,12/07/2024,23/09/2024,73,7,9,2,0,0,1,0,0,0,0,0,0
FS,19/07/2024,30/09/2024,73,7,9,2,0,0,1,0,0,0,0,0,0
CS,9/08/2024,21/10/2024,73,8,10,2,0,0,1,0,0,0,0,0,0
FS,21/06/2024,2/09/2024,73,6,9,2,0,0,1,0,0,0,0,0,0
FS,21/06/2024,2/09/2024,73,6,9,2,0,0,1,0,0,0,0,0,0
FS,21/06/2024,2/09/2024,73,6,9,2,0,0,1,0,0,0,0,0,0
DS,4/07/2024,16/09/2024,74,7,9,2,0,0,1,0,0,0,0,0,0
CS,11/07/2024,23/09/2024,74,7,9,2,0,0,1,0,0,0,0,0,0
FS,8/09/2023,21/11/2023,74,9,11,2,0,0,1,0,0,0,0,0,0
FS,20/06/2024,2/09/2024,74,6,9,2,0,0,1,0,0,0,0,0,0
DS,20/07/2023,2/10/2023,74,7,10,2,0,0,1,0,0,0,0,0,0
DS,20/07/2023,2/10/2023,74,7,10,2,0,0,1,0,0,0,0,0,0
DS,20/07/2023,2/10/2023,74,7,10,2,0,0,1,0,0,0,0,0,0
FS,8/11/2023,22/01/2024,75,11,1,3,0,0,0,1,0,0,0,0,0
DS,15/11/2023,29/01/2024,75,11,1,3,0,0,0,1,0,0,0,0,0
FS,13/11/2024,27/01/2025,75,11,1,3,0,0,0,1,0,0,0,0,0
CS,30/10/2024,13/01/2025,75,10,1,3,0,0,0,1,0,0,0,0,0
FS,10/07/2024,23/09/2024,75,7,9,3,0,0,0,1,0,0,0,0,0
FS,9/08/2023,23/10/2023,75,8,10,3,0,0,0,1,0,0,0,0,0
FS,28/02/2024,13/05/2024,75,2,5,3,0,0,0,1,0,0,0,0,0
FS,29/02/2024,14/05/2024,75,2,5,3,0,0,0,1,0,0,0,0,0
DS,24/04/2024,8/07/2024,75,4,7,3,0,0,0,1,0,0,0,0,0
FS,31/07/2024,14/10/2024,75,7,10,3,0,0,0,1,0,0,0,0,0
FS,27/06/2023,11/09/2023,76,6,9,3,0,0,0,1,0,0,0,0,0
FS,27/06/2023,11/09/2023,76,6,9,3,0,0,0,1,0,0,0,0,0
DS,14/11/2023,29/01/2024,76,11,1,3,0,0,0,1,0,0,0,0,0
DS,12/11/2024,27/01/2025,76,11,1,3,0,0,0,1,0,0,0,0,0
FS,12/11/2024,27/01/2025,76,11,1,3,0,0,0,1,0,0,0,0,0
FS,13/12/2023,27/02/2024,76,12,2,3,0,0,0,1,0,0,0,0,0
CS,29/10/2024,13/01/2025,76,10,1,3,0,0,0,1,0,0,0,0,0
CS,29/10/2024,13/01/2025,76,10,1,3,0,0,0,1,0,0,0,0,0
FS,19/12/2023,4/03/2024,76,12,3,3,0,0,0,1,0,0,0,0,0
FS,12/03/2024,27/05/2024,76,3,5,3,0,0,0,1,0,0,0,0,0
DS,2/07/2024,16/09/2024,76,7,9,3,0,0,0,1,0,0,0,0,0
DS,2/07/2024,16/09/2024,76,7,9,3,0,0,0,1,0,0,0,0,0
FS,2/07/2024,16/09/2024,76,7,9,3,0,0,0,1,0,0,0,0,0
FS,27/02/2024,13/05/2024,76,2,5,3,0,0,0,1,0,0,0,0,0
FS,28/02/2024,14/05/2024,76,2,5,3,0,0,0,1,0,0,0,0,0
FS,30/04/2024,15/07/2024,76,4,7,3,0,0,0,1,0,0,0,0,0
FS,30/04/2024,15/07/2024,76,4,7,3,0,0,0,1,0,0,0,0,0
FS,23/07/2024,7/10/2024,76,7,10,3,0,0,0,1,0,0,0,0,0
FS,20/02/2023,8/05/2023,77,2,5,3,0,0,0,1,0,0,0,0,0
DS,13/11/2023,29/01/2024,77,11,1,3,0,0,0,1,0,0,0,0,0
FS,11/11/2024,27/01/2025,77,11,1,3,0,0,0,1,0,0,0,0,0
FS,11/11/2024,27/01/2025,77,11,1,3,0,0,0,1,0,0,0,0,0
FS,12/12/2023,27/02/2024,77,12,2,3,0,0,0,1,0,0,0,0,0
FS,18/12/2023,4/03/2024,77,12,3,3,0,0,0,1,0,0,0,0,0
FS,6/05/2024,22/07/2024,77,5,7,3,0,0,0,1,0,0,0,0,0
FS,1/07/2024,16/09/2024,77,7,9,3,0,0,0,1,0,0,0,0,0
CS,8/07/2024,23/09/2024,77,7,9,3,0,0,0,1,0,0,0,0,0
CS,8/07/2024,23/09/2024,77,7,9,3,0,0,0,1,0,0,0,0,0
FS,15/01/2024,1/04/2024,77,1,4,3,0,0,0,1,0,0,0,0,0
DS,17/07/2023,2/10/2023,77,7,10,3,0,0,0,1,0,0,0,0,0
DS,23/09/2024,9/12/2024,77,9,12,3,0,0,0,1,0,0,0,0,0
DS,23/09/2024,9/12/2024,77,9,12,3,0,0,0,1,0,0,0,0,0
FS,12/08/2024,29/10/2024,78,8,10,3,0,0,0,1,0,0,0,0,0
FS,3/02/2024,22/04/2024,79,2,4,3,0,0,0,1,0,0,0,0,0
DS,20/07/2024,7/10/2024,79,7,10,3,0,0,0,1,0,0,0,0,0
FS,17/02/2023,8/05/2023,80,2,5,3,0,0,0,1,0,0,0,0,0
DS,1/12/2023,19/02/2024,80,12,2,3,0,0,0,1,0,0,0,0,0
FS,2/02/2024,22/04/2024,80,2,4,3,0,0,0,1,0,0,0,0,0
FS,2/02/2024,22/04/2024,80,2,4,3,0,0,0,1,0,0,0,0,0
FS,28/06/2024,16/09/2024,80,6,9,3,0,0,0,1,0,0,0,0,0
DS,19/07/2024,7/10/2024,80,7,10,3,0,0,0,1,0,0,0,0,0
FS,2/11/2023,22/01/2024,81,11,1,3,0,0,0,1,0,0,0,0,0
DS,9/11/2023,29/01/2024,81,11,1,3,0,0,0,1,0,0,0,0,0
FS,7/11/2024,27/01/2025,81,11,1,3,0,0,0,1,0,0,0,0,0
FS,7/11/2024,27/01/2025,81,11,1,3,0,0,0,1,0,0,0,0,0
FS,1/02/2024,22/04/2024,81,2,4,3,0,0,0,1,0,0,0,0,0
FS,25/01/2024,15/04/2024,81,1,4,3,0,0,0,1,0,0,0,0,0
FS,22/08/2024,11/11/2024,81,8,11,3,0,0,0,1,0,0,0,0,0
FS,7/08/2024,28/10/2024,82,8,10,3,0,0,0,1,0,0,0,0,0
FS,31/01/2024,22/04/2024,82,1,4,3,0,0,0,1,0,0,0,0,0
FS,31/01/2024,22/04/2024,82,1,4,3,0,0,0,1,0,0,0,0,0
DS,26/06/2024,16/09/2024,82,6,9,3,0,0,0,1,0,0,0,0,0
FS,26/06/2024,16/09/2024,82,6,9,3,0,0,0,1,0,0,0,0,0
CS,31/07/2024,21/10/2024,82,7,10,3,0,0,0,1,0,0,0,0,0
FS,20/06/2023,11/09/2023,83,6,9,3,0,0,0,1,0,0,0,0,0
FS,12/12/2023,4/03/2024,83,12,3,3,0,0,0,1,0,0,0,0,0
FS,18/06/2024,9/09/2024,83,6,9,3,0,0,0,1,0,0,0,0,0
DS,25/06/2024,16/09/2024,83,6,9,3,0,0,0,1,0,0,0,0,0
FS,25/06/2024,16/09/2024,83,6,9,3,0,0,0,1,0,0,0,0,0
DS,16/07/2024,7/10/2024,83,7,10,3,0,0,0,1,0,0,0,0,0
CS,30/07/2024,21/10/2024,83,7,10,3,0,0,0,1,0,0,0,0,0
DS,6/11/2023,29/01/2024,84,11,1,3,0,0,0,1,0,0,0,0,0
FS,5/08/2024,28/10/2024,84,8,10,3,0,0,0,1,0,0,0,0,0
FS,22/04/2024,15/07/2024,84,4,7,3,0,0,0,1,0,0,0,0,0
DS,24/06/2024,16/09/2024,84,6,9,3,0,0,0,1,0,0,0,0,0
CS,29/07/2024,21/10/2024,84,7,10,3,0,0,0,1,0,0,0,0,0
FS,18/09/2023,11/12/2023,84,9,12,3,0,0,0,1,0,0,0,0,0
FS,27/01/2024,22/04/2024,86,1,4,3,0,0,0,1,0,0,0,0,0
FS,20/10/2023,15/01/2024,87,10,1,3,0,0,0,1,0,0,0,0,0
FS,21/06/2024,16/09/2024,87,6,9,3,0,0,0,1,0,0,0,0,0
DS,7/07/2023,2/10/2023,87,7,10,3,0,0,0,1,0,0,0,0,0
FS,28/07/2023,23/10/2023,87,7,10,3,0,0,0,1,0,0,0,0,0
FS,19/07/2024,14/10/2024,87,7,10,3,0,0,0,1,0,0,0,0,0
FS,19/07/2024,14/10/2024,87,7,10,3,0,0,0,1,0,0,0,0,0
FS,19/07/2024,14/10/2024,87,7,10,3,0,0,0,1,0,0,0,0,0
DS,25/08/2023,20/11/2023,87,8,11,3,0,0,0,1,0,0,0,0,0
FS,26/01/2023,24/04/2023,88,1,4,3,0,0,0,1,0,0,0,0,0
FS,31/10/2024,27/01/2025,88,10,1,3,0,0,0,1,0,0,0,0,0
FS,31/10/2024,27/01/2025,88,10,1,3,0,0,0,1,0,0,0,0,0
FS,1/08/2024,28/10/2024,88,8,10,3,0,0,0,1,0,0,0,0,0
FS,18/01/2024,15/04/2024,88,1,4,3,0,0,0,1,0,0,0,0,0
FS,8/02/2024,6/05/2024,88,2,5,3,0,0,0,1,0,0,0,0,0
FS,11/10/2024,8/01/2025,89,10,1,3,0,0,0,1,0,0,0,0,0
FS,3/07/2024,30/09/2024,89,7,9,3,0,0,0,1,0,0,0,0,0
FS,19/06/2024,16/09/2024,89,6,9,3,0,0,0,1,0,0,0,0,0
DS,5/07/2023,2/10/2023,89,7,10,3,0,0,0,1,0,0,0,0,0
FS,17/07/2024,14/10/2024,89,7,10,3,0,0,0,1,0,0,0,0,0
CS,24/07/2024,21/10/2024,89,7,10,3,0,0,0,1,0,0,0,0,0
FS,31/07/2024,28/10/2024,89,7,10,3,0,0,0,1,0,0,0,0,0
FS,31/07/2024,28/10/2024,89,7,10,3,0,0,0,1,0,0,0,0,0
FS,23/01/2024,22/04/2024,90,1,4,3,0,0,0,1,0,0,0,0,0
DS,4/07/2023,2/10/2023,90,7,10,3,0,0,0,1,0,0,0,0,0
FS,28/10/2024,27/01/2025,91,10,1,3,0,0,0,1,0,0,0,0,0
FS,6/11/2023,5/02/2024,91,11,2,3,0,0,0,1,0,0,0,0,0
FS,29/07/2024,28/10/2024,91,7,10,3,0,0,0,1,0,0,0,0,0
FS,29/07/2024,28/10/2024,91,7,10,3,0,0,0,1,0,0,0,0,0
FS,2/12/2023,4/03/2024,93,12,3,3,0,0,0,1,0,0,0,0,0
FS,13/07/2024,14/10/2024,93,7,10,3,0,0,0,1,0,0,0,0,0
FS,13/10/2023,15/01/2024,94,10,1,3,0,0,0,1,0,0,0,0,0
FS,20/10/2023,22/01/2024,94,10,1,3,0,0,0,1,0,0,0,0,0
DS,27/10/2023,29/01/2024,94,10,1,3,0,0,0,1,0,0,0,0,0
DS,25/10/2024,27/01/2025,94,10,1,3,0,0,0,1,0,0,0,0,0
FS,14/06/2024,16/09/2024,94,6,9,3,0,0,0,1,0,0,0,0,0
CS,21/06/2024,23/09/2024,94,6,9,3,0,0,0,1,0,0,0,0,0
CS,19/07/2024,21/10/2024,94,7,10,3,0,0,0,1,0,0,0,0,0
FS,24/10/2024,27/01/2025,95,10,1,3,0,0,0,1,0,0,0,0,0
FS,30/11/2023,4/03/2024,95,11,3,3,0,0,0,1,0,0,0,0,0
FS,18/01/2024,22/04/2024,95,1,4,3,0,0,0,1,0,0,0,0,0
DS,13/06/2024,16/09/2024,95,6,9,3,0,0,0,1,0,0,0,0,0
CS,20/06/2024,23/09/2024,95,6,9,3,0,0,0,1,0,0,0,0,0
FS,5/01/2023,11/04/2023,96,1,4,3,0,0,0,1,0,0,0,0,0
DS,14/06/2023,18/09/2023,96,6,9,3,0,0,0,1,0,0,0,0,0
FS,10/01/2024,15/04/2024,96,1,4,3,0,0,0,1,0,0,0,0,0
DS,12/06/2024,16/09/2024,96,6,9,3,0,0,0,1,0,0,0,0,0
DS,12/06/2024,16/09/2024,96,6,9,3,0,0,0,1,0,0,0,0,0
DS,13/06/2023,18/09/2023,97,6,9,3,0,0,0,1,0,0,0,0,0
DS,13/06/2023,18/09/2023,97,6,9,3,0,0,0,1,0,0,0,0,0
DS,13/06/2023,18/09/2023,97,6,9,3,0,0,0,1,0,0,0,0,0
DS,13/06/2023,18/09/2023,97,6,9,3,0,0,0,1,0,0,0,0,0
FS,22/10/2024,27/01/2025,97,10,1,3,0,0,0,1,0,0,0,0,0
FS,22/10/2024,27/01/2025,97,10,1,3,0,0,0,1,0,0,0,0,0
FS,28/11/2023,4/03/2024,97,11,3,3,0,0,0,1,0,0,0,0,0
FS,16/01/2024,22/04/2024,97,1,4,3,0,0,0,1,0,0,0,0,0
CS,18/06/2024,23/09/2024,97,6,9,3,0,0,0,1,0,0,0,0,0
FS,18/07/2023,23/10/2023,97,7,10,3,0,0,0,1,0,0,0,0,0
FS,21/10/2024,27/01/2025,98,10,1,3,0,0,0,1,0,0,0,0,0
FS,15/01/2024,22/04/2024,98,1,4,3,0,0,0,1,0,0,0,0,0
FS,15/01/2024,22/04/2024,98,1,4,3,0,0,0,1,0,0,0,0,0
FS,17/06/2024,23/09/2024,98,6,9,3,0,0,0,1,0,0,0,0,0
FS,8/07/2024,14/10/2024,98,7,10,3,0,0,0,1,0,0,0,0,0
CS,16/06/2024,23/09/2024,99,6,9,3,0,0,0,1,0,0,0,0,0
FS,14/07/2023,23/10/2023,101,7,10,3,0,0,0,1,0,0,0,0,0
CS,12/07/2024,21/10/2024,101,7,10,3,0,0,0,1,0,0,0,0,0
FS,23/08/2024,2/12/2024,101,8,12,3,0,0,0,1,0,0,0,0,0
FS,13/07/2023,23/10/2023,102,7,10,3,0,0,0,1,0,0,0,0,0
FS,31/08/2023,11/12/2023,102,8,12,3,0,0,0,1,0,0,0,0,0
FS,31/05/2023,11/09/2023,103,5,9,3,0,0,0,1,0,0,0,0,0
FS,22/11/2023,4/03/2024,103,11,3,3,0,0,0,1,0,0,0,0,0
DS,14/02/2024,27/05/2024,103,2,5,3,0,0,0,1,0,0,0,0,0
FS,5/06/2024,16/09/2024,103,6,9,3,0,0,0,1,0,0,0,0,0
FS,17/07/2024,28/10/2024,103,7,10,3,0,0,0,1,0,0,0,0,0
FS,26/07/2023,6/11/2023,103,7,11,3,0,0,0,1,0,0,0,0,0
DS,20/06/2023,2/10/2023,104,6,10,3,0,0,0,1,0,0,0,0,0
DS,25/06/2024,7/10/2024,104,6,10,3,0,0,0,1,0,0,0,0,0
FS,14/10/2024,27/01/2025,105,10,1,4,0,0,0,0,1,0,0,0,0
FS,20/11/2023,4/03/2024,105,11,3,4,0,0,0,0,1,0,0,0,0
CS,10/06/2024,23/09/2024,105,6,9,4,0,0,0,0,1,0,0,0,0
FS,1/07/2024,14/10/2024,105,7,10,4,0,0,0,0,1,0,0,0,0
FS,1/07/2024,14/10/2024,105,7,10,4,0,0,0,0,1,0,0,0,0
FS,20/01/2023,8/05/2023,108,1,5,4,0,0,0,0,1,0,0,0,0
FS,26/05/2023,11/09/2023,108,5,9,4,0,0,0,0,1,0,0,0,0
FS,5/10/2023,22/01/2024,109,10,1,4,0,0,0,0,1,0,0,0,0
FS,5/10/2023,22/01/2024,109,10,1,4,0,0,0,0,1,0,0,0,0
DS,31/05/2023,18/09/2023,110,5,9,4,0,0,0,0,1,0,0,0,0
FS,4/10/2023,22/01/2024,110,10,1,4,0,0,0,0,1,0,0,0,0
FS,27/09/2023,15/01/2024,110,9,1,4,0,0,0,0,1,0,0,0,0
DS,2/08/2023,20/11/2023,110,8,11,4,0,0,0,0,1,0,0,0,0
FS,29/05/2024,16/09/2024,110,5,9,4,0,0,0,0,1,0,0,0,0
FS,26/06/2024,14/10/2024,110,6,10,4,0,0,0,0,1,0,0,0,0
FS,9/07/2024,28/10/2024,111,7,10,4,0,0,0,0,1,0,0,0,0
FS,28/05/2024,16/09/2024,111,5,9,4,0,0,0,0,1,0,0,0,0
DS,20/08/2024,9/12/2024,111,8,12,4,0,0,0,0,1,0,0,0,0
FS,2/10/2023,22/01/2024,112,10,1,4,0,0,0,0,1,0,0,0,0
DS,11/12/2023,1/04/2024,112,12,4,4,0,0,0,0,1,0,0,0,0
CS,3/06/2024,23/09/2024,112,6,9,4,0,0,0,0,1,0,0,0,0
FS,27/05/2024,16/09/2024,112,5,9,4,0,0,0,0,1,0,0,0,0
FS,30/09/2023,22/01/2024,114,9,1,4,0,0,0,0,1,0,0,0,0
FS,25/05/2024,16/09/2024,114,5,9,4,0,0,0,0,1,0,0,0,0
DS,26/05/2023,18/09/2023,115,5,9,4,0,0,0,0,1,0,0,0,0
FS,30/06/2023,23/10/2023,115,6,10,4,0,0,0,0,1,0,0,0,0
FS,18/08/2023,11/12/2023,115,8,12,4,0,0,0,0,1,0,0,0,0
FS,23/05/2024,16/09/2024,116,5,9,4,0,0,0,0,1,0,0,0,0
FS,23/05/2024,16/09/2024,116,5,9,4,0,0,0,0,1,0,0,0,0
FS,22/05/2024,16/09/2024,117,5,9,4,0,0,0,0,1,0,0,0,0
CS,26/06/2024,21/10/2024,117,6,10,4,0,0,0,0,1,0,0,0,0
FS,21/03/2023,18/07/2023,119,3,7,4,0,0,0,0,1,0,0,0,0
FS,18/09/2023,15/01/2024,119,9,1,4,0,0,0,0,1,0,0,0,0
FS,30/09/2024,27/01/2025,119,9,1,4,0,0,0,0,1,0,0,0,0
FS,18/12/2023,15/04/2024,119,12,4,4,0,0,0,0,1,0,0,0,0
FS,20/05/2024,16/09/2024,119,5,9,4,0,0,0,0,1,0,0,0,0
CS,24/06/2024,21/10/2024,119,6,10,4,0,0,0,0,1,0,0,0,0
DS,18/05/2024,16/09/2024,121,5,9,4,0,0,0,0,1,0,0,0,0
DS,19/05/2023,18/09/2023,122,5,9,4,0,0,0,0,1,0,0,0,0
DS,19/05/2023,18/09/2023,122,5,9,4,0,0,0,0,1,0,0,0,0
FS,2/02/2024,3/06/2024,122,2,6,4,0,0,0,0,1,0,0,0,0
FS,17/05/2024,16/09/2024,122,5,9,4,0,0,0,0,1,0,0,0,0
FS,20/09/2023,22/01/2024,124,9,1,4,0,0,0,0,1,0,0,0,0
DS,27/09/2023,29/01/2024,124,9,1,4,0,0,0,0,1,0,0,0,0
FS,25/09/2024,27/01/2025,124,9,1,4,0,0,0,0,1,0,0,0,0
FS,31/07/2024,2/12/2024,124,7,12,4,0,0,0,0,1,0,0,0,0
FS,21/05/2024,23/09/2024,125,5,9,4,0,0,0,0,1,0,0,0,0
FS,11/09/2023,15/01/2024,126,9,1,4,0,0,0,0,1,0,0,0,0
FS,30/10/2023,4/03/2024,126,10,3,4,0,0,0,0,1,0,0,0,0
DS,27/11/2023,1/04/2024,126,11,4,4,0,0,0,0,1,0,0,0,0
FS,12/02/2024,17/06/2024,126,2,6,4,0,0,0,0,1,0,0,0,0
CS,20/05/2024,23/09/2024,126,5,9,4,0,0,0,0,1,0,0,0,0
DS,20/01/2023,29/05/2023,129,1,5,4,0,0,0,0,1,0,0,0,0
DS,24/11/2023,1/04/2024,129,11,4,4,0,0,0,0,1,0,0,0,0
FS,4/05/2023,11/09/2023,130,5,9,4,0,0,0,0,1,0,0,0,0
FS,20/10/2023,27/02/2024,130,10,2,4,0,0,0,0,1,0,0,0,0
FS,8/05/2024,16/09/2024,131,5,9,4,0,0,0,0,1,0,0,0,0
FS,22/05/2024,30/09/2024,131,5,9,4,0,0,0,0,1,0,0,0,0
FS,12/09/2023,22/01/2024,132,9,1,4,0,0,0,0,1,0,0,0,0
FS,24/10/2023,4/03/2024,132,10,3,4,0,0,0,0,1,0,0,0,0
FS,18/06/2024,28/10/2024,132,6,10,4,0,0,0,0,1,0,0,0,0
DS,9/07/2024,18/11/2024,132,7,11,4,0,0,0,0,1,0,0,0,0
FS,6/05/2024,16/09/2024,133,5,9,4,0,0,0,0,1,0,0,0,0
CS,13/05/2024,23/09/2024,133,5,9,4,0,0,0,0,1,0,0,0,0
FS,3/05/2024,16/09/2024,136,5,9,5,0,0,0,0,0,1,0,0,0
FS,19/10/2023,4/03/2024,137,10,3,5,0,0,0,0,0,1,0,0,0
FS,15/11/2023,1/04/2024,138,11,4,5,0,0,0,0,0,1,0,0,0
DS,9/09/2024,27/01/2025,140,9,1,5,0,0,0,0,0,1,0,0,0
FS,29/04/2024,16/09/2024,140,4,9,5,0,0,0,0,0,1,0,0,0
DS,6/09/2024,27/01/2025,143,9,1,5,0,0,0,0,0,1,0,0,0
DS,3/09/2024,27/01/2025,146,9,1,5,0,0,0,0,0,1,0,0,0
FS,3/10/2023,27/02/2024,147,10,2,5,0,0,0,0,0,1,0,0,0
FS,31/05/2024,28/10/2024,150,5,10,5,0,0,0,0,0,1,0,0,0
DS,20/04/2023,18/09/2023,151,4,9,5,0,0,0,0,0,1,0,0,0
FS,22/11/2023,22/04/2024,152,11,4,5,0,0,0,0,0,1,0,0,0
DS,29/10/2023,1/04/2024,155,10,4,5,0,0,0,0,0,1,0,0,0
FS,18/08/2023,22/01/2024,157,8,1,5,0,0,0,0,0,1,0,0,0
DS,27/10/2023,1/04/2024,157,10,4,5,0,0,0,0,0,1,0,0,0
FS,12/04/2024,16/09/2024,157,4,9,5,0,0,0,0,0,1,0,0,0
FS,28/06/2024,2/12/2024,157,6,12,5,0,0,0,0,0,1,0,0,0
FS,7/12/2023,13/05/2024,158,12,5,5,0,0,0,0,0,1,0,0,0
FS,24/05/2024,29/10/2024,158,5,10,5,0,0,0,0,0,1,0,0,0
FS,20/06/2024,25/11/2024,158,6,11,5,0,0,0,0,0,1,0,0,0
FS,31/05/2023,6/11/2023,159,5,11,5,0,0,0,0,0,1,0,0,0
FS,22/05/2024,28/10/2024,159,5,10,5,0,0,0,0,0,1,0,0,0
FS,31/03/2023,11/09/2023,164,3,9,5,0,0,0,0,0,1,0,0,0
CS,1/08/2024,13/01/2025,165,8,1,6,0,0,0,0,0,0,1,0,0
FS,30/05/2024,11/11/2024,165,5,11,6,0,0,0,0,0,0,1,0,0
FS,11/04/2023,25/09/2023,167,4,9,6,0,0,0,0,0,0,1,0,0
DS,31/03/2023,18/09/2023,171,3,9,6,0,0,0,0,0,0,1,0,0
FS,22/05/2024,11/11/2024,173,5,11,6,0,0,0,0,0,0,1,0,0
FS,18/04/2024,14/10/2024,179,4,10,6,0,0,0,0,0,0,1,0,0
FS,26/07/2023,22/01/2024,180,7,1,6,0,0,0,0,0,0,1,0,0
DS,31/07/2024,27/01/2025,180,7,1,6,0,0,0,0,0,0,1,0,0
DS,4/10/2023,1/04/2024,180,10,4,6,0,0,0,0,0,0,1,0,0
FS,20/03/2024,16/09/2024,180,3,9,6,0,0,0,0,0,0,1,0,0
FS,7/11/2023,6/05/2024,181,11,5,6,0,0,0,0,0,0,1,0,0
FS,30/04/2024,28/10/2024,181,4,10,6,0,0,0,0,0,0,1,0,0
FS,30/04/2024,28/10/2024,181,4,10,6,0,0,0,0,0,0,1,0,0
FS,26/04/2024,28/10/2024,185,4,10,6,0,0,0,0,0,0,1,0,0
FS,30/11/2023,3/06/2024,186,11,6,6,0,0,0,0,0,0,1,0,0
FS,29/02/2024,2/09/2024,186,2,9,6,0,0,0,0,0,0,1,0,0
DS,30/12/2023,8/07/2024,191,12,7,6,0,0,0,0,0,0,1,0,0
FS,15/03/2023,25/09/2023,194,3,9,6,0,0,0,0,0,0,1,0,0
FS,12/07/2023,22/01/2024,194,7,1,6,0,0,0,0,0,0,1,0,0
FS,22/08/2023,4/03/2024,195,8,3,7,0,0,0,0,0,0,0,1,0
FS,1/04/2024,14/10/2024,196,4,10,7,0,0,0,0,0,0,0,1,0
FS,23/02/2023,11/09/2023,200,2,9,7,0,0,0,0,0,0,0,1,0
FS,22/02/2023,11/09/2023,201,2,9,7,0,0,0,0,0,0,0,1,0
CS,28/02/2024,23/09/2024,208,2,9,7,0,0,0,0,0,0,0,1,0
FS,6/11/2023,3/06/2024,210,11,6,7,0,0,0,0,0,0,0,1,0
FS,1/04/2024,28/10/2024,210,4,10,7,0,0,0,0,0,0,0,1,0
FS,19/02/2024,16/09/2024,210,2,9,7,0,0,0,0,0,0,0,1,0
FS,27/06/2024,27/01/2025,214,6,1,7,0,0,0,0,0,0,0,1,0
DS,26/10/2023,27/05/2024,214,10,5,7,0,0,0,0,0,0,0,1,0
FS,8/07/2024,10/02/2025,217,7,2,7,0,0,0,0,0,0,0,1,0
FS,31/03/2023,6/11/2023,220,3,11,7,0,0,0,0,0,0,0,1,0
DS,11/04/2023,20/11/2023,223,4,11,7,0,0,0,0,0,0,0,1,0
FS,6/02/2024,16/09/2024,223,2,9,7,0,0,0,0,0,0,0,1,0
FS,30/09/2023,14/05/2024,227,9,5,8,0,0,0,0,0,0,0,0,1
FS,14/03/2024,28/10/2024,228,3,10,8,0,0,0,0,0,0,0,0,1
FS,23/09/2023,13/05/2024,233,9,5,8,0,0,0,0,0,0,0,0,1
FS,22/02/2024,14/10/2024,235,2,10,8,0,0,0,0,0,0,0,0,1
DS,3/11/2023,8/07/2024,248,11,7,8,0,0,0,0,0,0,0,0,1
FS,21/05/2024,27/01/2025,251,5,1,8,0,0,0,0,0,0,0,0,1
FS,16/02/2024,28/10/2024,255,2,10,9,0,0,0,0,0,0,0,0,0
DS,24/10/2023,8/07/2024,258,10,7,9,0,0,0,0,0,0,0,0,0
DS,23/08/2023,27/05/2024,278,8,5,9,0,0,0,0,0,0,0,0,0
FS,15/02/2024,25/11/2024,284,2,11,9,0,0,0,0,0,0,0,0,0
FS,4/09/2023,17/06/2024,287,9,6,10,0,0,0,0,0,0,0,0,0
FS,12/01/2024,28/10/2024,290,1,10,10,0,0,0,0,0,0,0,0,0
FS,21/12/2023,29/10/2024,313,12,10,10,0,0,0,0,0,0,0,0,0
DS,31/03/2023,19/02/2024,325,3,2,11,0,0,0,0,0,0,0,0,0
FS,26/05/2023,14/05/2024,354,5,5,12,0,0,0,0,0,0,0,0,0
DS,29/09/2023,7/10/2024,374,9,10,12,0,0,0,0,0,0,0,0,0
FS,27/01/2023,2/12/2024,675,1,12,22,0,0,0,0,0,0,0,0,0
