Program,buy_date,cohort_start_date,days_to_start,month_sale,month_start,month_diff,null_month,one_month,two_month,three_month,four_month,five_month,six_month,seven_month,eigth_month
FS,11/06/2024,22/07/2024,41,6,7,1,0,1,0,0,0,0,0,0,0
FS,15/08/2023,25/09/2023,41,8,9,1,0,1,0,0,0,0,0,0,0
FS,6/08/2024,16/09/2024,41,8,9,1,0,1,0,0,0,0,0,0,0
FS,3/09/2024,14/10/2024,41,9,10,1,0,1,0,0,0,0,0,0,0
FS,3/09/2024,14/10/2024,41,9,10,1,0,1,0,0,0,0,0,0,0
FS,17/09/2024,28/10/2024,41,9,10,1,0,1,0,0,0,0,0,0,0
FS,17/10/2023,27/11/2023,41,10,11,1,0,1,0,0,0,0,0,0,0
FS,15/10/2024,25/11/2024,41,10,11,1,0,1,0,0,0,0,0,0,0
FS,20/02/2024,1/04/2024,41,2,4,1,0,1,0,0,0,0,0,0,0
FS,26/03/2024,6/05/2024,41,3,5,1,0,1,0,0,0,0,0,0,0
FS,22/10/2024,2/12/2024,41,10,12,1,0,1,0,0,0,0,0,0,0
FS,28/02/2023,11/04/2023,42,2,4,1,0,1,0,0,0,0,0,0,0
FS,28/02/2023,11/04/2023,42,2,4,1,0,1,0,0,0,0,0,0,0
DS,8/01/2024,19/02/2024,42,1,2,1,0,1,0,0,0,0,0,0,0
FS,16/01/2024,27/02/2024,42,1,2,1,0,1,0,0,0,0,0,0,0
FS,4/03/2024,15/04/2024,42,3,4,1,0,1,0,0,0,0,0,0,0
FS,4/03/2024,15/04/2024,42,3,4,1,0,1,0,0,0,0,0,0,0
FS,4/03/2024,15/04/2024,42,3,4,1,0,1,0,0,0,0,0,0,0
FS,4/03/2024,15/04/2024,42,3,4,1,0,1,0,0,0,0,0,0,0
DS,15/04/2024,27/05/2024,42,4,5,1,0,1,0,0,0,0,0,0,0
FS,10/06/2024,22/07/2024,42,6,7,1,0,1,0,0,0,0,0,0,0
FS,4/09/2023,16/10/2023,42,9,10,1,0,1,0,0,0,0,0,0,0
FS,2/09/2024,14/10/2024,42,9,10,1,0,1,0,0,0,0,0,0,0
FS,17/09/2024,29/10/2024,42,9,10,1,0,1,0,0,0,0,0,0,0
DS,7/10/2024,18/11/2024,42,10,11,1,0,1,0,0,0,0,0,0,0
FS,14/10/2024,25/11/2024,42,10,11,1,0,1,0,0,0,0,0,0,0
FS,14/10/2024,25/11/2024,42,10,11,1,0,1,0,0,0,0,0,0,0
FS,19/02/2024,1/04/2024,42,2,4,1,0,1,0,0,0,0,0,0,0
FS,22/04/2024,3/06/2024,42,4,6,1,0,1,0,0,0,0,0,0,0
DS,27/05/2024,8/07/2024,42,5,7,1,0,1,0,0,0,0,0,0,0
FS,31/07/2023,11/09/2023,42,7,9,1,0,1,0,0,0,0,0,0,0
FS,10/09/2023,23/10/2023,43,9,10,1,0,1,0,0,0,0,0,0,0
FS,16/09/2024,29/10/2024,43,9,10,1,0,1,0,0,0,0,0,0,0
FS,24/03/2024,6/05/2024,43,3,5,1,0,1,0,0,0,0,0,0,0
FS,13/05/2023,26/06/2023,44,5,6,1,0,1,0,0,0,0,0,0,0
FS,2/03/2024,15/04/2024,44,3,4,1,0,1,0,0,0,0,0,0,0
FS,4/05/2024,17/06/2024,44,5,6,1,0,1,0,0,0,0,0,0,0
FS,4/05/2024,17/06/2024,44,5,6,1,0,1,0,0,0,0,0,0,0
CS,7/09/2024,21/10/2024,44,9,10,1,0,1,0,0,0,0,0,0,0
FS,12/05/2023,26/06/2023,45,5,6,1,0,1,0,0,0,0,0,0,0
FS,12/05/2023,26/06/2023,45,5,6,1,0,1,0,0,0,0,0,0,0
FS,29/12/2023,12/02/2024,45,12,2,2,0,0,1,0,0,0,0,0,0
FS,1/03/2024,15/04/2024,45,3,4,2,0,0,1,0,0,0,0,0,0
FS,8/03/2024,22/04/2024,45,3,4,2,0,0,1,0,0,0,0,0,0
DS,12/04/2024,27/05/2024,45,4,5,2,0,0,1,0,0,0,0,0,0
FS,12/04/2024,27/05/2024,45,4,5,2,0,0,1,0,0,0,0,0,0
FS,12/04/2024,27/05/2024,45,4,5,2,0,0,1,0,0,0,0,0,0
FS,3/05/2024,17/06/2024,45,5,6,2,0,0,1,0,0,0,0,0,0
FS,7/06/2024,22/07/2024,45,6,7,2,0,0,1,0,0,0,0,0,0
FS,1/09/2023,16/10/2023,45,9,10,2,0,0,1,0,0,0,0,0,0
CS,11/10/2024,25/11/2024,45,10,11,2,0,0,1,0,0,0,0,0,0
FS,16/02/2024,1/04/2024,45,2,4,2,0,0,1,0,0,0,0,0,0
DS,24/05/2024,8/07/2024,45,5,7,2,0,0,1,0,0,0,0,0,0
FS,23/08/2024,7/10/2024,45,8,10,2,0,0,1,0,0,0,0,0,0
FS,30/08/2024,14/10/2024,45,8,10,2,0,0,1,0,0,0,0,0,0
FS,27/10/2023,11/12/2023,45,10,12,2,0,0,1,0,0,0,0,0,0
DS,25/10/2024,9/12/2024,45,10,12,2,0,0,1,0,0,0,0,0,0
FS,30/11/2023,15/01/2024,46,11,1,2,0,0,1,0,0,0,0,0,0
FS,21/12/2023,5/02/2024,46,12,2,2,0,0,1,0,0,0,0,0,0
FS,21/12/2023,5/02/2024,46,12,2,2,0,0,1,0,0,0,0,0,0
FS,7/03/2024,22/04/2024,46,3,4,2,0,0,1,0,0,0,0,0,0
FS,11/04/2024,27/05/2024,46,4,5,2,0,0,1,0,0,0,0,0,0
FS,6/06/2024,22/07/2024,46,6,7,2,0,0,1,0,0,0,0,0,0
FS,10/08/2023,25/09/2023,46,8,9,2,0,0,1,0,0,0,0,0,0
FS,7/09/2023,23/10/2023,46,9,10,2,0,0,1,0,0,0,0,0,0
CS,5/09/2024,21/10/2024,46,9,10,2,0,0,1,0,0,0,0,0,0
CS,10/10/2024,25/11/2024,46,10,11,2,0,0,1,0,0,0,0,0,0
DS,15/02/2024,1/04/2024,46,2,4,2,0,0,1,0,0,0,0,0,0
DS,15/02/2024,1/04/2024,46,2,4,2,0,0,1,0,0,0,0,0,0
FS,29/02/2024,15/04/2024,46,2,4,2,0,0,1,0,0,0,0,0,0
FS,29/02/2024,15/04/2024,46,2,4,2,0,0,1,0,0,0,0,0,0
FS,21/03/2024,6/05/2024,46,3,5,2,0,0,1,0,0,0,0,0,0
DS,23/05/2024,8/07/2024,46,5,7,2,0,0,1,0,0,0,0,0,0
DS,23/05/2024,8/07/2024,46,5,7,2,0,0,1,0,0,0,0,0,0
DS,17/08/2023,2/10/2023,46,8,10,2,0,0,1,0,0,0,0,0,0
FS,31/08/2023,16/10/2023,46,8,10,2,0,0,1,0,0,0,0,0,0
DS,22/08/2024,7/10/2024,46,8,10,2,0,0,1,0,0,0,0,0,0
FS,22/03/2023,8/05/2023,47,3,5,2,0,0,1,0,0,0,0,0,0
FS,27/12/2023,12/02/2024,47,12,2,2,0,0,1,0,0,0,0,0,0
FS,5/06/2024,22/07/2024,47,6,7,2,0,0,1,0,0,0,0,0,0
FS,5/06/2024,22/07/2024,47,6,7,2,0,0,1,0,0,0,0,0,0
FS,9/08/2023,25/09/2023,47,8,9,2,0,0,1,0,0,0,0,0,0
CS,4/09/2024,21/10/2024,47,9,10,2,0,0,1,0,0,0,0,0,0
FS,12/09/2024,29/10/2024,47,9,10,2,0,0,1,0,0,0,0,0,0
FS,12/09/2024,29/10/2024,47,9,10,2,0,0,1,0,0,0,0,0,0
FS,5/10/2023,21/11/2023,47,10,11,2,0,0,1,0,0,0,0,0,0
DS,2/10/2024,18/11/2024,47,10,11,2,0,0,1,0,0,0,0,0,0
FS,9/10/2024,25/11/2024,47,10,11,2,0,0,1,0,0,0,0,0,0
FS,29/05/2024,15/07/2024,47,5,7,2,0,0,1,0,0,0,0,0,0
FS,29/05/2024,15/07/2024,47,5,7,2,0,0,1,0,0,0,0,0,0
FS,30/08/2023,16/10/2023,47,8,10,2,0,0,1,0,0,0,0,0,0
FS,20/09/2023,6/11/2023,47,9,11,2,0,0,1,0,0,0,0,0,0
FS,16/10/2024,2/12/2024,47,10,12,2,0,0,1,0,0,0,0,0,0
FS,16/10/2024,2/12/2024,47,10,12,2,0,0,1,0,0,0,0,0,0
FS,16/10/2024,2/12/2024,47,10,12,2,0,0,1,0,0,0,0,0,0
FS,5/12/2023,22/01/2024,48,12,1,2,0,0,1,0,0,0,0,0,0
FS,5/12/2023,22/01/2024,48,12,1,2,0,0,1,0,0,0,0,0,0
FS,9/04/2024,27/05/2024,48,4,5,2,0,0,1,0,0,0,0,0,0
FS,4/06/2024,22/07/2024,48,6,7,2,0,0,1,0,0,0,0,0,0
FS,4/06/2024,22/07/2024,48,6,7,2,0,0,1,0,0,0,0,0,0
FS,4/06/2024,22/07/2024,48,6,7,2,0,0,1,0,0,0,0,0,0
FS,4/10/2023,21/11/2023,48,10,11,2,0,0,1,0,0,0,0,0,0
FS,10/10/2023,27/11/2023,48,10,11,2,0,0,1,0,0,0,0,0,0
FS,30/04/2024,17/06/2024,48,4,6,2,0,0,1,0,0,0,0,0,0
FS,30/04/2024,17/06/2024,48,4,6,2,0,0,1,0,0,0,0,0,0
DS,22/10/2024,9/12/2024,48,10,12,2,0,0,1,0,0,0,0,0,0
FS,4/12/2023,22/01/2024,49,12,1,2,0,0,1,0,0,0,0,0,0
FS,18/12/2023,5/02/2024,49,12,2,2,0,0,1,0,0,0,0,0,0
FS,3/06/2024,22/07/2024,49,6,7,2,0,0,1,0,0,0,0,0,0
FS,3/06/2024,22/07/2024,49,6,7,2,0,0,1,0,0,0,0,0,0
FS,9/10/2023,27/11/2023,49,10,11,2,0,0,1,0,0,0,0,0,0
FS,15/04/2024,3/06/2024,49,4,6,2,0,0,1,0,0,0,0,0,0
FS,29/04/2024,17/06/2024,49,4,6,2,0,0,1,0,0,0,0,0,0
FS,27/05/2024,15/07/2024,49,5,7,2,0,0,1,0,0,0,0,0,0
FS,28/08/2023,16/10/2023,49,8,10,2,0,0,1,0,0,0,0,0,0
FS,18/09/2023,6/11/2023,49,9,11,2,0,0,1,0,0,0,0,0,0
FS,23/09/2024,11/11/2024,49,9,11,2,0,0,1,0,0,0,0,0,0
DS,30/09/2024,18/11/2024,49,9,11,2,0,0,1,0,0,0,0,0,0
FS,14/10/2024,2/12/2024,49,10,12,2,0,0,1,0,0,0,0,0,0
DS,21/10/2024,9/12/2024,49,10,12,2,0,0,1,0,0,0,0,0,0
DS,21/10/2024,9/12/2024,49,10,12,2,0,0,1,0,0,0,0,0,0
FS,2/10/2023,21/11/2023,50,10,11,2,0,0,1,0,0,0,0,0,0
FS,9/08/2024,30/09/2024,52,8,9,2,0,0,1,0,0,0,0,0,0
CS,4/10/2024,25/11/2024,52,10,11,2,0,0,1,0,0,0,0,0,0
FS,24/05/2024,15/07/2024,52,5,7,2,0,0,1,0,0,0,0,0,0
FS,24/05/2024,15/07/2024,52,5,7,2,0,0,1,0,0,0,0,0,0
FS,24/05/2024,15/07/2024,52,5,7,2,0,0,1,0,0,0,0,0,0
FS,31/05/2024,22/07/2024,52,5,7,2,0,0,1,0,0,0,0,0,0
FS,21/07/2023,11/09/2023,52,7,9,2,0,0,1,0,0,0,0,0,0
DS,29/09/2023,20/11/2023,52,9,11,2,0,0,1,0,0,0,0,0,0
FS,30/09/2023,21/11/2023,52,9,11,2,0,0,1,0,0,0,0,0,0
FS,20/09/2024,11/11/2024,52,9,11,2,0,0,1,0,0,0,0,0,0
DS,27/09/2024,18/11/2024,52,9,11,2,0,0,1,0,0,0,0,0,0
DS,27/09/2024,18/11/2024,52,9,11,2,0,0,1,0,0,0,0,0,0
FS,26/05/2023,18/07/2023,53,5,7,2,0,0,1,0,0,0,0,0,0
FS,30/11/2023,22/01/2024,53,11,1,2,0,0,1,0,0,0,0,0,0
FS,30/11/2023,22/01/2024,53,11,1,2,0,0,1,0,0,0,0,0,0
FS,3/08/2023,25/09/2023,53,8,9,2,0,0,1,0,0,0,0,0,0
FS,8/08/2024,30/09/2024,53,8,9,2,0,0,1,0,0,0,0,0,0
CS,3/10/2024,25/11/2024,53,10,11,2,0,0,1,0,0,0,0,0,0
CS,3/10/2024,25/11/2024,53,10,11,2,0,0,1,0,0,0,0,0,0
FS,11/01/2024,4/03/2024,53,1,3,2,0,0,1,0,0,0,0,0,0
FS,11/01/2024,4/03/2024,53,1,3,2,0,0,1,0,0,0,0,0,0
FS,8/02/2024,1/04/2024,53,2,4,2,0,0,1,0,0,0,0,0,0
FS,23/05/2024,15/07/2024,53,5,7,2,0,0,1,0,0,0,0,0,0
FS,24/08/2023,16/10/2023,53,8,10,2,0,0,1,0,0,0,0,0,0
FS,24/08/2023,16/10/2023,53,8,10,2,0,0,1,0,0,0,0,0,0
FS,31/08/2023,23/10/2023,53,8,10,2,0,0,1,0,0,0,0,0,0
FS,14/09/2023,6/11/2023,53,9,11,2,0,0,1,0,0,0,0,0,0
FS,31/05/2023,24/07/2023,54,5,7,2,0,0,1,0,0,0,0,0,0
DS,3/04/2024,27/05/2024,54,4,5,2,0,0,1,0,0,0,0,0,0
FS,4/10/2023,27/11/2023,54,10,11,2,0,0,1,0,0,0,0,0,0
FS,10/01/2024,4/03/2024,54,1,3,2,0,0,1,0,0,0,0,0,0
FS,10/01/2024,4/03/2024,54,1,3,2,0,0,1,0,0,0,0,0,0
FS,24/04/2024,17/06/2024,54,4,6,2,0,0,1,0,0,0,0,0,0
FS,19/07/2023,11/09/2023,54,7,9,2,0,0,1,0,0,0,0,0,0
FS,13/09/2023,6/11/2023,54,9,11,2,0,0,1,0,0,0,0,0,0
FS,13/09/2023,6/11/2023,54,9,11,2,0,0,1,0,0,0,0,0,0
DS,27/09/2023,20/11/2023,54,9,11,2,0,0,1,0,0,0,0,0,0
FS,28/09/2023,21/11/2023,54,9,11,2,0,0,1,0,0,0,0,0,0
FS,18/09/2024,11/11/2024,54,9,11,2,0,0,1,0,0,0,0,0,0
FS,9/10/2024,2/12/2024,54,10,12,2,0,0,1,0,0,0,0,0,0
FS,9/10/2024,2/12/2024,54,10,12,2,0,0,1,0,0,0,0,0,0
FS,14/11/2024,8/01/2025,55,11,1,2,0,0,1,0,0,0,0,0,0
FS,3/01/2024,27/02/2024,55,1,2,2,0,0,1,0,0,0,0,0,0
FS,6/08/2024,30/09/2024,55,8,9,2,0,0,1,0,0,0,0,0,0
FS,4/09/2024,29/10/2024,55,9,10,2,0,0,1,0,0,0,0,0,0
FS,4/09/2024,29/10/2024,55,9,10,2,0,0,1,0,0,0,0,0,0
FS,27/02/2024,22/04/2024,55,2,4,2,0,0,1,0,0,0,0,0,0
FS,19/03/2024,13/05/2024,55,3,5,2,0,0,1,0,0,0,0,0,0
FS,27/09/2023,21/11/2023,55,9,11,2,0,0,1,0,0,0,0,0,0
FS,29/05/2023,24/07/2023,56,5,7,2,0,0,1,0,0,0,0,0,0
FS,20/11/2023,15/01/2024,56,11,1,2,0,0,1,0,0,0,0,0,0
FS,11/12/2023,5/02/2024,56,12,2,2,0,0,1,0,0,0,0,0,0
FS,11/12/2023,5/02/2024,56,12,2,2,0,0,1,0,0,0,0,0,0
DS,1/04/2024,27/05/2024,56,4,5,2,0,0,1,0,0,0,0,0,0
FS,18/03/2024,13/05/2024,56,3,5,2,0,0,1,0,0,0,0,0,0
FS,31/07/2023,25/09/2023,56,7,9,2,0,0,1,0,0,0,0,0,0
FS,15/07/2024,9/09/2024,56,7,9,2,0,0,1,0,0,0,0,0,0
FS,21/08/2023,16/10/2023,56,8,10,2,0,0,1,0,0,0,0,0,0
FS,12/08/2024,7/10/2024,56,8,10,2,0,0,1,0,0,0,0,0,0
CS,26/08/2024,21/10/2024,56,8,10,2,0,0,1,0,0,0,0,0,0
FS,26/09/2023,21/11/2023,56,9,11,2,0,0,1,0,0,0,0,0,0
FS,16/09/2024,11/11/2024,56,9,11,2,0,0,1,0,0,0,0,0,0
CS,30/09/2024,25/11/2024,56,9,11,2,0,0,1,0,0,0,0,0,0
CS,30/09/2024,25/11/2024,56,9,11,2,0,0,1,0,0,0,0,0,0
FS,16/10/2023,11/12/2023,56,10,12,2,0,0,1,0,0,0,0,0,0
FS,17/10/2023,12/12/2023,56,10,12,2,0,0,1,0,0,0,0,0,0
FS,7/10/2024,2/12/2024,56,10,12,2,0,0,1,0,0,0,0,0,0
FS,4/02/2024,1/04/2024,57,2,4,2,0,0,1,0,0,0,0,0,0
FS,25/09/2023,21/11/2023,57,9,11,2,0,0,1,0,0,0,0,0,0
FS,11/11/2024,8/01/2025,58,11,1,2,0,0,1,0,0,0,0,0,0
FS,27/01/2023,27/03/2023,59,1,3,2,0,0,1,0,0,0,0,0,0
FS,24/03/2023,22/05/2023,59,3,5,2,0,0,1,0,0,0,0,0,0
DS,31/03/2023,29/05/2023,59,3,5,2,0,0,1,0,0,0,0,0,0
DS,31/03/2023,29/05/2023,59,3,5,2,0,0,1,0,0,0,0,0,0
FS,24/11/2023,22/01/2024,59,11,1,2,0,0,1,0,0,0,0,0,0
FS,15/12/2023,12/02/2024,59,12,2,2,0,0,1,0,0,0,0,0,0
FS,2/08/2024,30/09/2024,59,8,9,2,0,0,1,0,0,0,0,0,0
FS,23/02/2024,22/04/2024,59,2,4,2,0,0,1,0,0,0,0,0,0
FS,19/04/2024,17/06/2024,59,4,6,2,0,0,1,0,0,0,0,0,0
FS,17/05/2024,15/07/2024,59,5,7,2,0,0,1,0,0,0,0,0,0
FS,14/07/2023,11/09/2023,59,7,9,2,0,0,1,0,0,0,0,0,0
FS,28/07/2023,25/09/2023,59,7,9,2,0,0,1,0,0,0,0,0,0
FS,12/07/2024,9/09/2024,59,7,9,2,0,0,1,0,0,0,0,0,0
FS,9/08/2024,7/10/2024,59,8,10,2,0,0,1,0,0,0,0,0,0
DS,22/09/2023,20/11/2023,59,9,11,2,0,0,1,0,0,0,0,0,0
DS,20/09/2024,18/11/2024,59,9,11,2,0,0,1,0,0,0,0,0,0
CS,27/09/2024,25/11/2024,59,9,11,2,0,0,1,0,0,0,0,0,0
FS,1/08/2024,30/09/2024,60,8,9,2,0,0,1,0,0,0,0,0,0
FS,15/02/2024,15/04/2024,60,2,4,2,0,0,1,0,0,0,0,0,0
FS,11/07/2024,9/09/2024,60,7,9,2,0,0,1,0,0,0,0,0,0
FS,11/07/2024,9/09/2024,60,7,9,2,0,0,1,0,0,0,0,0,0
DS,8/08/2024,7/10/2024,60,8,10,2,0,0,1,0,0,0,0,0,0
FS,7/09/2023,6/11/2023,60,9,11,2,0,0,1,0,0,0,0,0,0
FS,7/09/2023,6/11/2023,60,9,11,2,0,0,1,0,0,0,0,0,0
FS,7/09/2023,6/11/2023,60,9,11,2,0,0,1,0,0,0,0,0,0
FS,12/09/2024,11/11/2024,60,9,11,2,0,0,1,0,0,0,0,0,0
DS,19/09/2024,18/11/2024,60,9,11,2,0,0,1,0,0,0,0,0,0
FS,4/01/2023,6/03/2023,61,1,3,2,0,0,1,0,0,0,0,0,0
FS,8/11/2024,8/01/2025,61,11,1,2,0,0,1,0,0,0,0,0,0
FS,3/01/2024,4/03/2024,61,1,3,2,0,0,1,0,0,0,0,0,0
FS,21/02/2024,22/04/2024,61,2,4,2,0,0,1,0,0,0,0,0,0
DS,8/05/2024,8/07/2024,61,5,7,2,0,0,1,0,0,0,0,0,0
FS,3/07/2024,2/09/2024,61,7,9,2,0,0,1,0,0,0,0,0,0
FS,10/07/2024,9/09/2024,61,7,9,2,0,0,1,0,0,0,0,0,0
FS,10/07/2024,9/09/2024,61,7,9,2,0,0,1,0,0,0,0,0,0
DS,17/07/2024,16/09/2024,61,7,9,2,0,0,1,0,0,0,0,0,0
FS,31/07/2024,30/09/2024,61,7,9,2,0,0,1,0,0,0,0,0,0
CS,21/08/2024,21/10/2024,61,8,10,2,0,0,1,0,0,0,0,0,0
FS,6/09/2023,6/11/2023,61,9,11,2,0,0,1,0,0,0,0,0,0
FS,6/09/2023,6/11/2023,61,9,11,2,0,0,1,0,0,0,0,0,0
FS,21/09/2023,21/11/2023,61,9,11,2,0,0,1,0,0,0,0,0,0
FS,27/09/2023,27/11/2023,61,9,11,2,0,0,1,0,0,0,0,0,0
FS,11/09/2024,11/11/2024,61,9,11,2,0,0,1,0,0,0,0,0,0
CS,25/09/2024,25/11/2024,61,9,11,2,0,0,1,0,0,0,0,0,0
FS,14/11/2023,15/01/2024,62,11,1,2,0,0,1,0,0,0,0,0,0
FS,14/11/2023,15/01/2024,62,11,1,2,0,0,1,0,0,0,0,0,0
FS,21/11/2023,22/01/2024,62,11,1,2,0,0,1,0,0,0,0,0,0
FS,7/11/2024,8/01/2025,62,11,1,2,0,0,1,0,0,0,0,0,0
FS,2/01/2024,4/03/2024,62,1,3,2,0,0,1,0,0,0,0,0,0
FS,25/07/2023,25/09/2023,62,7,9,2,0,0,1,0,0,0,0,0,0
FS,9/07/2024,9/09/2024,62,7,9,2,0,0,1,0,0,0,0,0,0
DS,16/07/2024,16/09/2024,62,7,9,2,0,0,1,0,0,0,0,0,0
FS,27/08/2024,28/10/2024,62,8,10,2,0,0,1,0,0,0,0,0,0
FS,1/10/2024,2/12/2024,62,10,12,2,0,0,1,0,0,0,0,0,0
CS,11/11/2024,13/01/2025,63,11,1,2,0,0,1,0,0,0,0,0,0
FS,4/12/2023,5/02/2024,63,12,2,2,0,0,1,0,0,0,0,0,0
FS,10/07/2023,11/09/2023,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,10/07/2023,11/09/2023,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,10/07/2023,11/09/2023,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,24/07/2023,25/09/2023,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,24/07/2023,25/09/2023,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,1/07/2024,2/09/2024,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,1/07/2024,2/09/2024,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,8/07/2024,9/09/2024,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,8/07/2024,9/09/2024,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,8/07/2024,9/09/2024,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,8/07/2024,9/09/2024,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,22/07/2024,23/09/2024,63,7,9,2,0,0,1,0,0,0,0,0,0
FS,29/07/2024,30/09/2024,63,7,9,2,0,0,1,0,0,0,0,0,0
DS,5/08/2024,7/10/2024,63,8,10,2,0,0,1,0,0,0,0,0,0
FS,26/08/2024,28/10/2024,63,8,10,2,0,0,1,0,0,0,0,0,0
FS,26/08/2024,28/10/2024,63,8,10,2,0,0,1,0,0,0,0,0,0
FS,19/09/2023,21/11/2023,63,9,11,2,0,0,1,0,0,0,0,0,0
FS,9/10/2023,11/12/2023,63,10,12,2,0,0,1,0,0,0,0,0,0
DS,31/07/2023,2/10/2023,63,7,10,2,0,0,1,0,0,0,0,0,0
FS,30/09/2024,2/12/2024,63,9,12,2,0,0,1,0,0,0,0,0,0
FS,31/12/2023,4/03/2024,64,12,3,2,0,0,1,0,0,0,0,0,0
FS,9/10/2023,12/12/2023,64,10,12,2,0,0,1,0,0,0,0,0,0
FS,3/03/2023,8/05/2023,66,3,5,2,0,0,1,0,0,0,0,0,0
FS,10/11/2023,15/01/2024,66,11,1,2,0,0,1,0,0,0,0,0,0
FS,1/03/2024,6/05/2024,66,3,5,2,0,0,1,0,0,0,0,0,0
DS,12/07/2024,16/09/2024,66,7,9,2,0,0,1,0,0,0,0,0,0
FS,19/07/2024,23/09/2024,66,7,9,2,0,0,1,0,0,0,0,0,0
FS,26/07/2024,30/09/2024,66,7,9,2,0,0,1,0,0,0,0,0,0
DS,13/09/2024,18/11/2024,66,9,11,2,0,0,1,0,0,0,0,0,0
FS,28/06/2024,2/09/2024,66,6,9,2,0,0,1,0,0,0,0,0,0
FS,8/03/2024,14/05/2024,67,3,5,2,0,0,1,0,0,0,0,0,0
FS,4/07/2024,9/09/2024,67,7,9,2,0,0,1,0,0,0,0,0,0
FS,18/07/2024,23/09/2024,67,7,9,2,0,0,1,0,0,0,0,0,0
FS,18/07/2024,23/09/2024,67,7,9,2,0,0,1,0,0,0,0,0,0
FS,18/07/2024,23/09/2024,67,7,9,2,0,0,1,0,0,0,0,0,0
FS,25/07/2024,30/09/2024,67,7,9,2,0,0,1,0,0,0,0,0,0
FS,27/06/2024,2/09/2024,67,6,9,2,0,0,1,0,0,0,0,0,0
DS,22/03/2023,29/05/2023,68,3,5,2,0,0,1,0,0,0,0,0,0
FS,27/12/2023,4/03/2024,68,12,3,2,0,0,1,0,0,0,0,0,0
FS,7/03/2024,14/05/2024,68,3,5,2,0,0,1,0,0,0,0,0,0
DS,20/03/2024,27/05/2024,68,3,5,2,0,0,1,0,0,0,0,0,0
FS,10/04/2024,17/06/2024,68,4,6,2,0,0,1,0,0,0,0,0,0
FS,3/07/2024,9/09/2024,68,7,9,2,0,0,1,0,0,0,0,0,0
FS,17/07/2024,23/09/2024,68,7,9,2,0,0,1,0,0,0,0,0,0
FS,17/07/2024,23/09/2024,68,7,9,2,0,0,1,0,0,0,0,0,0
FS,17/07/2024,23/09/2024,68,7,9,2,0,0,1,0,0,0,0,0,0
FS,24/07/2024,30/09/2024,68,7,9,2,0,0,1,0,0,0,0,0,0
FS,24/07/2024,30/09/2024,68,7,9,2,0,0,1,0,0,0,0,0,0
DS,13/09/2023,20/11/2023,68,9,11,2,0,0,1,0,0,0,0,0,0
FS,20/09/2023,27/11/2023,68,9,11,2,0,0,1,0,0,0,0,0,0
FS,4/10/2023,11/12/2023,68,10,12,2,0,0,1,0,0,0,0,0,0
FS,5/10/2023,12/12/2023,68,10,12,2,0,0,1,0,0,0,0,0,0
FS,26/06/2024,2/09/2024,68,6,9,2,0,0,1,0,0,0,0,0,0
DS,21/03/2023,29/05/2023,69,3,5,2,0,0,1,0,0,0,0,0,0
FS,28/02/2023,8/05/2023,69,2,5,2,0,0,1,0,0,0,0,0,0
FS,10/05/2023,18/07/2023,69,5,7,2,0,0,1,0,0,0,0,0,0
FS,7/11/2023,15/01/2024,69,11,1,2,0,0,1,0,0,0,0,0,0
FS,28/11/2023,5/02/2024,69,11,2,2,0,0,1,0,0,0,0,0,0
FS,28/11/2023,5/02/2024,69,11,2,2,0,0,1,0,0,0,0,0,0
FS,6/02/2024,15/04/2024,69,2,4,2,0,0,1,0,0,0,0,0,0
DS,19/03/2024,27/05/2024,69,3,5,2,0,0,1,0,0,0,0,0,0
FS,2/07/2024,9/09/2024,69,7,9,2,0,0,1,0,0,0,0,0,0
FS,16/07/2024,23/09/2024,69,7,9,2,0,0,1,0,0,0,0,0,0
FS,21/08/2024,29/10/2024,69,8,10,2,0,0,1,0,0,0,0,0,0
FS,21/08/2024,29/10/2024,69,8,10,2,0,0,1,0,0,0,0,0,0
FS,3/10/2023,11/12/2023,69,10,12,2,0,0,1,0,0,0,0,0,0
FS,29/08/2023,6/11/2023,69,8,11,2,0,0,1,0,0,0,0,0,0
FS,16/01/2023,27/03/2023,70,1,3,2,0,0,1,0,0,0,0,0,0
FS,27/02/2023,8/05/2023,70,2,5,2,0,0,1,0,0,0,0,0,0
FS,6/11/2023,15/01/2024,70,11,1,2,0,0,1,0,0,0,0,0,0
FS,12/02/2024,22/04/2024,70,2,4,2,0,0,1,0,0,0,0,0,0
DS,18/03/2024,27/05/2024,70,3,5,2,0,0,1,0,0,0,0,0,0
FS,15/07/2024,23/09/2024,70,7,9,2,0,0,1,0,0,0,0,0,0
FS,19/08/2024,28/10/2024,70,8,10,2,0,0,1,0,0,0,0,0,0
FS,12/09/2023,21/11/2023,70,9,11,2,0,0,1,0,0,0,0,0,0
